Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.056826036,0.99347085,0.05845707,0.05845707,38.19555,2.8691177,104.710464,-107.54265,27.65457,-68.131,-206.55092,-104.46721,26.94688,-69.25526,-198.45697,0.044805795,1.3324687,2.5117722,-5.4432316,-0.24071784,0.88880306,1.5583799,-1.4232662,-0.48904365,0.22581759,0.017149925,-1.0346403,0.041945912,1.2493298,-11.337545419241644,-26.30249250039073,-24.972011165853708,3800,198000,0,112.43212107382715,120.60764039307833,61.54432333447039,294.58408480137587,10747.336902277544,37
0.042295866,0.978158,0.031729348,0.031729348,32.52596,2.952831,98.0249,-101.02102,24.322615,-69.631134,-207.33902,-96.82112,22.786102,-70.30757,-196.42159,0.19688936,1.3146724,4.111498,-4.9607544,-0.14399055,0.9471298,1.5896285,-1.6667273,-0.53911835,0.11661747,-0.22091866,-0.83195114,0.017573118,1.2699308,-6.600522410755902,-12.250861991459685,-16.66763953078422,3900,203000,0,94.82752859964967,121.16258201934397,63.71533722616732,279.70544784516096,11027.693749975413,38
0.017764587,0.9962608,0.004319096,0.004319096,39.753944,1.6888298,100.03615,-103.53346,26.33056,-71.08205,-206.92047,-99.719376,25.1196,-70.59834,-207.1965,0.18252301,1.4299184,4.8212905,-5.7305818,-0.32457823,0.90865576,1.6422381,-1.8975911,-0.5181943,0.1282622,-0.1706543,-0.81947327,0.051777005,1.274073,-5.872066742700526,-11.890300708544158,-14.006226017023732,4000,208000,0,108.77528057806194,121.81564286351204,62.94575269334018,293.53667613491416,11321.478196645156,39
0.052408874,1.0017812,0.041261636,0.041261636,41.824303,2.106092,98.27507,-101.77914,25.944988,-67.64673,-208.3577,-97.31545,24.3105,-67.26793,-203.80028,0.12993214,1.4075141,3.9905655,-4.8643227,-0.25043017,0.9279092,1.6920824,-1.7753106,-0.5057455,0.115566924,-0.1736126,-0.96353245,0.034142915,1.2733991,-6.833882146133009,-16.46725376751067,-14.296192457813834,4100,213000,0,109.73777216114104,122.06217077560723,62.42548423819244,294.2254271749407,11615.854736125097,40
0.034822714,1.0017617,0.021028858,0.021028858,40.73004,1.7768841,99.6447,-103.98147,24.727528,-71.04796,-216.66847,-99.393875,23.545546,-69.28728,-210.80714,0.109374925,1.4519835,4.0345097,-6.402219,-0.30926055,0.956089,1.9158278,-1.7303867,-0.4731633,0.123883545,-0.09470844,-0.82712936,0.039002694,1.254483,-6.112154620736814,-14.458498667392593,-13.327228865102645,4200,218000,0,96.25485769659281,122.21240678243339,62.17348952963948,280.6407540086657,11896.517882306129,41
0.03990805,0.9867002,0.03286355,0.03286355,35.20667,1.3888454,98.00287,-102.23836,26.979897,-67.09516,-218.0112,-97.86662,25.559721,-66.71858,-213.03366,0.24714804,1.3723388,3.994753,-7.3256083,-0.28000888,0.96031225,1.6147914,-1.8852053,-0.5193164,0.12031539,0.037605286,-0.8738146,0.050914396,1.2290701,-7.073577402020743,-15.889665189667781,-16.239242349651278,4300,223000,0,96.08929728530347,122.23587898537517,62.151286736130714,280.47646300680935,12175.84016482532,42
0.050842285,0.9612401,0.0575599,0.0575599,42.121307,7.30961,96.14235,-98.90452,25.260939,-66.63761,-218.1721,-93.896835,23.131445,-65.43743,-211.07283,0.041989956,1.4049779,4.3410654,-5.710642,-0.15921542,0.93874776,1.8304068,-2.0078983,-0.5056831,0.11716364,-0.18004417,-0.84127426,0.020955075,1.2739171,-6.407367563672908,-14.170317050237035,-13.392964758228235,4400,228000,0,96.21159183606505,121.08216374181211,61.755010794848204,279.04876637272537,12454.905156105757,43
0.02064683,0.9964911,0.007606582,0.007606582,40.225048,1.7828678,95.75717,-99.7,26.272203,-66.2095,-228.306,-95.53609,25.198942,-66.148346,-222.82512,0.17037162,1.3635675,4.092944,-5.0227947,-0.21511407,0.9713477,1.7815232,-1.8612971,-0.50593513,0.12442303,-0.022478104,-0.89027596,0.036905408,1.2638283,-6.161089834380193,-13.28403791855769,-14.980890817581315,4500,233000,0,110.81496921181679,121.09775319881737,62.44825800135732,294.3609804119915,12748.875690460205,44
0.035655323,0.9886363,0.033912707,0.033912707,30.0956,4.4070444,90.72566,-95.57451,25.66337,-62.226086,-222.66933,-92.32961,23.711647,-62.94042,-220.00858,0.11119388,1.4016122,3.929891,-6.0307636,-0.1309743,0.9671105,1.7369363,-1.8402466,-0.48868504,0.103263035,-0.071538925,-0.8325424,0.06509876,1.2741411,-6.474353444453041,-11.685678981402802,-12.980483378742454,4600,238000,0,109.88221292570233,120.70856198295951,63.11649930290878,293.7072742115706,13041.85500924848,45
0.06522183,0.9955014,0.09989149,0.09989149,34.39548,5.2592583,93.637245,-98.56584,26.49758,-65.49045,-230.86453,-95.3842,24.675344,-67.58432,-224.17722,0.07157218,1.4397795,3.9330444,-5.3687596,-0.25047153,0.95225203,1.5869087,-1.880834,-0.4473582,0.112174705,0.118629456,-0.763361,0.041520882,1.2733895,-5.870047551080076,-12.413024061877753,-15.475365676080987,4700,243000,0,95.56450504809618,119.98116848245263,64.68284269608557,280.2285162266344,13321.5181596037,46
0.04175679,0.9983395,0.025368195,0.025368195,33.30585,2.2845287,94.88923,-98.20749,27.524223,-67.00229,-223.65115,-94.11644,25.063553,-66.12428,-216.60318,0.014575315,1.4339983,3.8795214,-6.5814953,-0.2886997,0.922205,1.63363,-1.7494371,-0.5080406,0.11183298,-0.10047531,-0.85116005,0.030729827,1.2559664,-6.242619683106679,-11.044325626654503,-15.35365240233458,4800,248000,0,109.72701355628669,119.41574561037123,64.65179563127458,293.7945547979325,13618.261383157223,47
