VF Loss,V Predictions Min,Number of env steps total,Number of train steps total,QF Loss,Epoch Time (s),Log Pis Mean,Sample Time (s),Total Train Time (s),Policy Loss,Q Predictions Mean,AverageTrainReturn_all_train_tasks,V Predictions Std,Log Pis Min,Log Pis Max,Q Predictions Std,KL Divergence,V Predictions Max,Policy log std Std,Q Predictions Min,Z mean train,Policy mu Max,Policy log std Min,Epoch,Log Pis Std,V Predictions Mean,Z variance train,Policy mu Mean,Z mean eval,Q Predictions Max,(Previous) Eval Time (s),AverageReturn_all_train_tasks,Policy log std Mean,Policy mu Min,Train Time (s),Z variance eval,Policy mu Std,Policy log std Max,Number of rollouts total,AverageReturn_all_test_tasks,KL Loss
108.657,-1174.19,516000,50000,171.988,119.97055229800026,3.00465,12.305991375001213,6011.924135171023,318.992,-348.193,8.12597337452,213.818,-5.94389,8.28969,234.149,319.995849609375,-14.5871,0.143468,-1323.07,0.740306,3.12194,-1.29418,49,2.12048,-312.801,0.00886552,0.398558,0.435458,-22.0398,3.5915018389996476,0.444644644037,-0.712642,-3.09503,104.0730590839994,0.117851,1.8038,-0.272845,0,0.64996072555,319.995849609375
77.0365,-1518.68,526000,51000,165.035,119.8202484609983,3.06968,12.291438824998295,6131.7388369180235,332.01,-359.479,8.94444921216,234.904,-6.2678,8.53514,255.924,317.2690734863281,-44.5168,0.156803,-1654.36,0.571916,3.03774,-1.40823,50,2.18141,-331.213,0.00970059,0.976792,1.98753,-45.0254,3.589530943000682,0.721748162506,-0.715702,-2.94788,103.93927869299932,3.11632,1.57886,-0.329704,0,0.259389421332,317.2690734863281
88.6925,-1081.1,536000,52000,241.965,119.86270154800422,2.85368,12.306345000003603,6251.605351774028,283.184,-306.54,10.888925426,197.634,-7.53432,8.46521,215.19,306.9576721191406,-67.4535,0.189869,-1175.5,0.783646,2.98941,-1.46591,51,2.19849,-288.274,0.0100543,0.343773,7.22848,-67.0372,3.584467245000269,1.29065492818,-0.755912,-3.0465,103.97188930300035,3.42637,1.76019,-0.156449,0,0.922428452343,306.9576721191406
206.573,-1212.92,546000,53000,576.853,119.95112212600088,3.16864,12.32082395999987,6371.556356491029,313.711,-342.286,7.72755817883,187.904,-5.35659,8.64211,212.894,334.43353271484375,-66.7641,0.152066,-1326.87,1.06973,3.00875,-1.36952,52,2.2712,-303.313,0.0145887,0.392979,4.18743,-75.6231,3.5887166110005637,0.514901188418,-0.715339,-2.85208,104.04158155500045,2.86664,1.83582,-0.281415,0,0.380654013487,334.43353271484375
28.8865,-1182.47,556000,54000,78.7287,119.93188763900162,2.78799,12.289048988001923,6491.488499673032,298.994,-322.217,6.91909521899,204.003,-7.7737,8.45532,223.987,259.8348693847656,-66.6582,0.194052,-1257.23,0.685325,2.8117,-1.46585,53,2.1914,-299.076,0.00487387,0.478185,5.98464,-66.5475,3.589076870000099,1.46185537457,-0.751047,-3.02627,104.0537617809996,4.30115,1.71504,-0.324491,0,0.577053033819,259.8348693847656
54.4908,-1102.25,566000,55000,82.3231,119.96385462200305,3.01267,12.296859552003298,6611.454093360032,303.473,-333.296,7.7363193178,200.502,-7.32324,7.60032,222.046,261.0372314453125,-53.7321,0.188776,-1227.83,0.657003,2.92671,-1.43496,54,2.15381,-300.115,0.00408107,0.638923,4.20792,-53.17,3.5897791770003096,0.829806718254,-0.74436,-2.90627,104.07721589299945,1.62505,1.73697,-0.316572,0,0.586358528566,261.0372314453125
75.0668,-1102.99,576000,56000,231.257,119.99272040800133,2.82076,12.3224416080011,6731.4428224440335,318.167,-344.863,9.27311744404,226.243,-6.09085,7.32486,245.116,246.43661499023438,-45.0326,0.194608,-1138.1,0.640682,2.84109,-1.4789,55,2.18895,-321.196,0.0159749,0.274576,4.71902,-38.9797,3.5919962110001507,0.879413761353,-0.754159,-2.79197,104.07828258900008,2.19577,1.76926,-0.372695,0,0.106930699348,246.43661499023438
94.0617,-1455.53,586000,57000,266.985,119.89251113399769,2.96785,12.340788204997807,6851.335329737033,345.274,-373.195,6.38868558509,223.901,-4.83955,7.68205,248.278,275.74456787109375,-40.7335,0.191425,-1629.13,0.834298,2.86382,-1.4794,56,2.1995,-343.741,0.00974042,0.120406,5.09086,-54.478,3.588536720000775,0.35309271844,-0.732725,-2.85303,103.9631862089991,4.18606,1.82606,-0.216768,0,0.0,275.74456787109375
52.0263,-1728.92,596000,58000,1457.38,119.9182506879988,2.58747,12.298654812997484,6971.253888224032,284.965,-309.627,10.0704058115,246.983,-5.17325,9.02877,268.032,246.75746154785156,-35.6116,0.192489,-1793.9,0.400916,3.32777,-1.41147,57,2.21484,-285.486,0.0165456,0.574243,4.3587,-42.6598,3.5889258010010963,0.0,-0.756581,-2.85436,104.03067007400023,2.0626,1.62813,-0.342138,0,0.589465236117,246.75746154785156
182.621,-1222.68,606000,59000,1059.78,119.97191920299883,2.93993,12.302725338999153,7091.221643585029,297.184,-321.572,9.68661763451,204.678,-5.41695,7.74002,219.031,240.84521484375,-63.38,0.17438,-1328.49,0.874624,2.78997,-1.39433,58,2.14502,-300.459,0.0102343,0.122583,7.80281,-59.087,3.5898324779991526,0.843791535017,-0.715325,-2.95605,104.07936138600053,3.54643,1.81631,-0.396754,0,0.633758730679,240.84521484375
43.7917,-1272.83,616000,60000,196.562,119.82983823399991,3.07766,12.279079639001793,7211.057099844028,336.319,-371.383,9.64222016798,224.348,-9.36431,8.09114,246.7,223.20559692382812,-67.8221,0.168744,-1367.11,0.561832,2.92543,-1.45356,59,2.14843,-338.288,0.00427587,0.440537,0.453203,-67.0729,3.5860396649986797,1.28192589396,-0.715715,-2.89315,103.96471892999944,0.418983,1.80989,-0.247743,0,0.589657573646,223.20559692382812
41.8835,-1181.79,626000,61000,109.823,119.92063377999875,3.10536,12.304091608999443,7330.977928084028,283.834,-312.782,7.20591977263,207.284,-6.82477,7.80294,228.65,252.84011840820312,-44.4939,0.159317,-1320.1,0.869116,2.95344,-1.38776,60,2.14276,-284.246,0.00644181,0.413657,5.06529,-43.7189,3.5920389399998385,1.03248639513,-0.72108,-2.77924,104.02450323099947,4.3207,1.81691,-0.276061,0,0.0883933801219,252.84011840820312
36.3045,-1523.01,636000,62000,58.7392,120.0357965710009,3.01438,12.315862834000654,7450.999094149028,350.64,-386.131,9.85601812505,248.284,-8.10975,7.9616,274.372,236.0113525390625,-49.1304,0.181142,-1680.09,0.798467,2.92245,-1.4273,61,2.24918,-349.59,0.00597998,0.0444127,1.84924,-48.0433,3.5927579090002837,1.21124862529,-0.727293,-2.82576,104.12717582799996,1.22022,1.8543,-0.31166,0,0.30219948534,236.0113525390625
40.1215,-1551.56,646000,63000,95.742,119.83017098799974,2.84637,12.284508610999183,7570.843080943029,264.687,-292.652,10.4376586016,187.808,-7.60067,8.62577,212.008,252.90919494628906,-62.4666,0.193415,-1685.39,0.553187,2.96614,-1.48551,62,2.12925,-260.214,0.00636051,0.412407,5.83776,-62.6947,3.578659939999852,0.418417586446,-0.751636,-2.88964,103.9670024370007,3.88951,1.74968,-0.322654,0,0.0890193903737,252.90919494628906
54.1648,-1549.31,656000,64000,1127.49,119.96306614500281,2.99847,12.300653927002713,7690.806312044032,377.289,-415.16,9.45286496782,253.252,-6.92177,7.82695,275.813,222.6191864013672,-55.996,0.169886,-1737.37,0.883125,2.89702,-1.43287,63,2.15157,-378.728,0.0224465,0.301797,2.06608,-57.9768,3.5929375359992264,1.19244646547,-0.735719,-2.84736,104.06947468200087,0.833072,1.81944,-0.335534,0,1.53832459379,222.6191864013672
82.1578,-1104.91,666000,65000,320.441,120.03063078499872,2.80553,12.319977115997972,7810.8334036100305,253.691,-279.515,11.3061446541,178.023,-6.24133,8.11371,194.049,262.83465576171875,-2.63162,0.197261,-1139.54,0.782877,2.78542,-1.52945,64,2.25308,-252.019,0.0094286,0.492544,6.87462,-20.8795,3.5936501440010034,1.27223752923,-0.740705,-2.94604,104.11700352499975,5.37986,1.71263,-0.242772,0,0.605245145488,262.83465576171875
116.725,-1220.33,676000,66000,51.7438,120.0520241380018,2.67562,12.302818788000877,7930.87683573503,207.383,-224.791,11.5619465314,148.417,-7.43522,7.4452,169.571,256.89739990234375,-44.4404,0.231312,-1346.75,0.613655,2.91899,-1.61159,65,2.23192,-198.757,0.0117884,0.526333,1.38139,-48.1006,3.5906275790002837,0.835113511977,-0.795535,-2.95507,104.15857777100064,1.13858,1.64028,-0.249038,0,0.416953947029,256.89739990234375
51.6344,-1071.71,686000,67000,60.9588,119.98037266200299,2.93761,12.30474053400394,8050.863037791033,232.273,-258.946,10.4281733073,169.904,-8.98288,8.04617,193.814,232.2640838623047,-54.5033,0.222093,-1187.32,0.440157,2.85811,-1.65529,66,2.16502,-232.577,0.00767465,0.602077,1.30469,-56.1496,3.582598508999581,0.909764803826,-0.759894,-2.86574,104.09303361899947,0.93594,1.70756,-0.249708,0,0.176273139985,232.2640838623047
100.712,-1456.63,696000,68000,519.664,119.96848760000285,3.03322,12.29420294600277,8170.835257665035,366.509,-391.84,9.52589218076,226.978,-6.19214,8.07949,245.781,274.8388366699219,-52.3373,0.154707,-1623.33,0.679323,2.86922,-1.4861,67,2.18203,-361.302,0.0131694,0.40943,3.71136,-50.5198,3.5888691050004127,0.909607092119,-0.692822,-3.36206,104.08541554899966,3.31336,1.82327,-0.308385,0,0.641334083679,274.8388366699219
86.9979,-1530.83,706000,69000,142.019,119.9322450239979,3.01174,12.300122006998208,8290.76286992003,361.118,-398.809,9.29622663312,237.523,-6.02564,7.74956,261.39,242.24057006835938,-59.7597,0.158122,-1627.86,1.03101,2.8881,-1.40786,68,2.09481,-368.784,0.0173656,0.0982361,6.61646,-57.3367,3.59310257099969,0.26067885584,-0.706021,-2.94504,104.039020446,4.22845,1.84992,-0.268604,0,0.770560915474,242.24057006835938
145.444,-1644.31,716000,70000,504.217,119.93990790899988,2.74269,12.306788994999806,8410.698193353033,348.963,-368.732,9.41134853639,233.334,-7.82485,8.64119,246.228,244.00949096679688,-61.6956,0.198171,-1806.33,0.656072,3.15775,-1.40759,69,2.23409,-341.532,0.0100158,0.805192,4.63146,-68.6411,3.5890412389999256,0.639299977385,-0.754475,-2.74261,104.04407767500015,3.97714,1.57011,-0.30406,0,0.0,244.00949096679688
128.583,-1272.95,726000,71000,156.15,119.94432157700612,2.97324,12.298023016004663,8530.646055603042,327.753,-361.595,10.1145162335,230.81,-5.14102,7.70641,257.243,271.1275939941406,-51.4022,0.19044,-1353.7,0.674454,2.84335,-1.43423,70,2.15708,-321.925,0.00698324,0.138998,2.55236,-55.7546,3.584955020000052,1.82108307213,-0.737701,-2.84073,104.0613435410014,1.03303,1.82402,-0.249788,0,0.599101786018,271.1275939941406
27.2535,-1180.44,736000,72000,56.5302,119.93927715300379,2.84573,12.327408512002876,8650.582771004045,232.253,-257.897,10.5911490595,159.095,-7.06389,8.62671,179.043,243.40658569335938,-35.996,0.185326,-1332.38,0.649041,3.01332,-1.4991,71,2.2495,-233.194,0.00681934,0.550459,0.845526,-39.7009,3.589082475000396,1.25669906868,-0.754033,-2.91276,104.02278616600051,0.494553,1.70539,-0.175051,0,2.07349975226,243.40658569335938
225.014,-1639.51,746000,73000,244.0,119.95078395500423,2.70219,12.311409784004354,8770.533361650048,302.817,-326.908,8.52409926523,216.858,-6.96239,8.51404,234.749,280.955078125,-50.7597,0.193435,-1687.73,0.265654,2.91069,-1.42519,72,2.31776,-312.183,0.00935458,0.452814,4.50562,-44.1286,3.5870940479999263,1.1522208855,-0.766269,-2.9767,104.05228012299995,2.89939,1.69217,-0.398598,0,1.20119506707,280.955078125
77.5251,-1654.66,756000,74000,375.919,119.94681115499952,3.05903,12.295107297000868,8890.483273678048,400.851,-433.752,9.59503086288,281.626,-7.02401,7.87871,300.821,282.80865478515625,-52.1893,0.162589,-1775.62,0.664556,3.26177,-1.37032,73,2.1882,-399.901,0.025017,-0.0190458,1.29139,-56.1664,3.5874805719995493,0.875424808469,-0.711614,-3.0163,104.0642232859991,0.367809,1.86415,-0.277098,0,0.0,282.80865478515625
75.6542,-1120.45,766000,75000,106.423,119.95752647800145,2.88191,12.305771182000171,9010.43848723305,259.152,-283.717,9.90077439458,183.448,-9.73318,8.04582,204.31,267.481689453125,-42.5545,0.190565,-1252.84,0.505313,2.90539,-1.49543,74,2.26652,-254.931,0.00585292,0.467811,6.02934,-45.734,3.5911921160004567,0.316029226222,-0.749949,-2.9444,104.06056318000083,4.56526,1.74654,-0.27516,0,1.02486971232,267.481689453125
58.3663,-1264.27,776000,76000,112.42,119.96447329599687,2.90068,12.308976073996746,9130.390909175045,327.634,-354.117,7.18595050639,244.098,-7.98733,8.41329,263.167,276.49212646484375,-46.0658,0.184435,-1347.74,0.732771,3.03703,-1.44389,75,2.20858,-327.557,0.00589031,0.590293,5.31294,-42.8715,3.589431657001114,1.12419266125,-0.737929,-2.84974,104.06606556499901,1.69372,1.73784,-0.165819,0,0.317291003232,276.49212646484375
40.2151,-1335.32,786000,77000,168.616,120.16572699599419,2.75565,12.326361676994566,9250.55063299704,280.968,-302.858,9.79255471362,246.521,-7.97869,7.49879,259.218,332.49420166015625,-51.7533,0.210828,-1435.19,1.54466,2.96399,-1.45897,76,2.21695,-280.485,0.0227193,0.288887,0.495684,-51.7926,3.5779531669995777,0.38498454367,-0.783063,-3.14108,104.26141215200005,0.419799,1.72606,-0.436783,0,1.00893003958,332.49420166015625
199.495,-1215.81,796000,78000,165.21,120.13036487900536,2.96987,12.338565465004649,9370.685166936048,291.03,-318.096,8.05619232317,224.978,-7.61181,7.83345,251.637,309.75323486328125,-37.5454,0.192196,-1383.75,1.23582,2.94485,-1.45795,77,2.22824,-279.962,0.0274083,0.413929,1.21575,-41.9619,3.5725813459994242,0.592340132182,-0.755264,-2.98272,104.21921806800128,1.23892,1.77749,-0.291453,0,0.835205410066,309.75323486328125
37.3688,-1199.32,806000,79000,90.2568,120.05197098800272,2.72582,12.330960535002305,9490.73334932305,235.787,-258.931,9.67297057913,186.763,-8.32529,8.15264,207.92,275.3715515136719,-47.5153,0.194738,-1292.18,0.534339,2.90012,-1.46538,78,2.3759,-234.114,0.00333769,0.346924,0.666,-45.959,3.577272782000364,1.20399459193,-0.761932,-2.92224,104.14373767100005,0.407558,1.72959,-0.324165,0,0.595207823879,275.3715515136719
51.2165,-1621.42,816000,80000,189.056,120.0818018889986,2.93016,12.349039885999446,9610.816430771049,281.722,-311.071,10.0833864331,223.549,-8.39778,7.77378,249.181,268.17047119140625,-36.0806,0.190561,-1776.25,0.551081,3.04334,-1.45271,79,2.25957,-285.217,0.00334578,0.423688,1.80152,-36.2649,3.574135765000392,0.543136426858,-0.75712,-2.92797,104.15862623799876,1.14161,1.76409,-0.278311,0,0.844722328706,268.17047119140625
61.8332,-1312.52,826000,81000,135.54,120.13159504599753,2.94649,12.340169395996782,9730.963221927046,311.748,-342.118,9.43067635752,221.817,-6.07226,8.06835,246.198,269.7545166015625,-37.7063,0.197601,-1390.61,0.878177,2.90493,-1.39077,80,2.22772,-311.453,0.0111618,0.151983,6.04622,-40.1798,3.5759714470004837,0.848162767396,-0.759715,-3.00083,104.21545420300026,4.82503,1.8171,-0.170527,0,0.0,269.7545166015625
64.1877,-1345.0,836000,82000,108.089,120.06871813000544,2.92161,12.303448253003808,9851.059856608048,276.371,-303.125,10.7775035586,220.721,-7.72366,8.33525,245.875,287.2315368652344,-48.794,0.203895,-1445.02,0.677456,2.99333,-1.4609,81,2.22986,-272.603,0.00693532,0.191928,3.88192,-48.8792,3.591718674000731,1.43594397858,-0.768695,-2.87945,104.1735512030009,2.27072,1.79951,-0.320511,0,1.26576160392,287.2315368652344
142.701,-1683.32,846000,83000,674.53,119.50959069899727,2.74716,12.30980847599858,9970.571761386043,267.039,-295.236,8.34714047989,198.6,-7.43421,7.51381,223.451,286.49554443359375,-44.0286,0.212879,-1818.01,0.846999,2.96291,-1.44668,82,2.23502,-270.866,0.0124581,0.0249332,4.04057,-44.3453,3.6202687629993306,0.665802839299,-0.78134,-2.95222,103.57951345999936,2.8713,1.75815,-0.30949,0,0.575256835987,286.49554443359375
66.7583,-1306.06,856000,84000,268.784,119.65755841100872,2.91667,12.327526899007353,10090.212253648051,308.146,-338.636,9.99407344058,238.413,-5.62547,8.9761,256.93,249.2786407470703,-38.6741,0.188874,-1424.61,1.98786,3.21986,-1.37139,83,2.30207,-309.278,0.0261792,0.580276,2.92527,-41.1805,3.6231794800005446,1.30522201362,-0.752074,-2.87905,103.70685203200082,1.62464,1.71686,-0.211975,0,0.827053343695,249.2786407470703
122.969,-1698.67,866000,85000,415.111,119.19879174399466,2.94202,12.306489597993277,10209.389331049044,371.643,-409.65,9.56916339968,271.471,-6.44151,10.065,296.301,260.639404296875,-48.7962,0.196774,-1788.47,0.651085,3.29829,-1.54768,84,2.1989,-377.004,0.00706677,0.174756,0.491208,-53.7226,3.606719941000847,1.12986324866,-0.742226,-2.87309,103.28558220500054,0.242135,1.81949,-0.127027,0,0.613922499975,260.639404296875
54.4935,-1585.65,876000,86000,2070.47,119.47903984500772,3.01671,12.296280240007036,10328.901429060053,326.739,-359.734,9.31989962489,267.402,-6.60688,8.09349,287.994,291.331787109375,-44.7578,0.205128,-1735.66,0.9088,3.15355,-1.47405,85,2.12742,-327.636,0.00747009,0.893034,1.25188,-48.0057,3.5856896080003935,0.0,-0.749125,-2.76819,103.59706999700029,0.794466,1.61517,-0.40313,0,0.913422978192,291.331787109375
32.7701,-1354.64,886000,87000,212.525,119.5509806550017,2.92679,12.304615361003016,10448.415095890054,237.876,-263.737,6.88714816148,191.571,-6.45874,7.95274,212.827,282.19183349609375,-43.0925,0.184501,-1412.62,0.616741,2.86104,-1.40025,86,2.25482,-239.51,0.00704928,0.39997,4.51031,-44.4739,3.6193157889993017,0.562694981973,-0.755112,-2.89431,103.62704950499938,3.73384,1.77345,-0.42699,0,0.58580019545,282.19183349609375
73.0584,-1515.89,896000,88000,147.064,119.69308825099688,2.8394,12.310519321996253,10568.116733011055,268.738,-296.458,7.72961040566,211.306,-7.85394,8.11821,240.138,298.2082214355469,-50.7814,0.203302,-1737.96,0.476871,2.93065,-1.52452,87,2.22716,-263.769,0.00345473,0.35294,4.35671,-50.6881,3.582723231000273,0.2028377171,-0.7382,-2.89385,103.79984569800035,2.61412,1.75681,-0.255054,0,1.23557415217,298.2082214355469
81.6403,-1634.12,906000,89000,431.092,119.38780299499922,2.75444,12.300817213998016,10687.503284322054,292.788,-315.168,9.80877078639,236.477,-6.23862,7.6768,260.125,325.4577331542969,-37.3688,0.176745,-1821.93,0.660132,3.0974,-1.35288,88,2.20251,-288.323,0.0142062,0.690714,2.63174,-44.4301,3.5918747590003477,0.652577986075,-0.726708,-2.98517,103.49511102200086,1.86383,1.63421,-0.259234,0,0.279760944425,325.4577331542969
67.2691,-1483.91,916000,90000,1157.26,119.49970642000335,2.81433,12.315195387003769,10807.003111008058,255.347,-277.106,10.2563836435,207.534,-6.97176,7.49334,226.239,313.4695129394531,-42.6848,0.181757,-1591.36,0.459479,2.9546,-1.37343,89,2.23537,-259.544,0.00664292,0.391203,1.23864,-49.3817,3.591224264999255,0.571929066849,-0.754983,-2.9228,103.59328676800033,0.359173,1.74298,-0.273777,0,0.338553448801,313.4695129394531
21.8843,-1653.95,926000,91000,83.5902,119.34282968200569,2.71915,12.276700365004217,10926.150107660062,224.155,-249.65,10.206907032,193.764,-5.93267,7.77222,217.841,321.0037841796875,-25.2139,0.207703,-1732.88,0.659373,3.05627,-1.46437,90,2.27991,-225.54,0.00845812,0.489384,2.68304,-35.953,3.5919355290006934,0.8135659841,-0.765775,-2.8651,103.47419378800078,2.14623,1.68385,-0.284483,0,0.628337599931,321.0037841796875
38.3058,-1156.91,936000,92000,65.9568,120.59793204300877,2.73857,11.864624557007119,11046.85004314707,235.627,-258.206,11.1026872017,197.202,-6.3568,7.93413,220.882,293.5738525390625,-43.4588,0.207214,-1266.25,1.21526,2.98484,-1.49949,91,2.21071,-232.78,0.0133901,0.582429,2.88006,-44.5167,3.396734069001468,1.39712970543,-0.769284,-2.93581,105.33657341700018,3.49628,1.64383,-0.220223,0,0.583634212572,293.5738525390625
55.9931,-1462.01,946000,93000,159.835,120.94928107699525,2.77087,12.023911175996545,11167.800507416065,231.153,-258.008,8.88338566239,198.134,-6.70373,7.59683,222.952,335.11419677734375,-41.7995,0.214722,-1625.44,0.67928,2.90077,-1.48612,92,2.29791,-233.866,0.0100069,0.532116,1.74666,-46.2157,3.4994734689989855,0.339940086487,-0.788966,-2.93638,105.42589643199972,0.755136,1.67268,-0.321664,0,0.231855811164,335.11419677734375
37.5294,-1282.94,956000,94000,74.1085,120.99272834300064,2.65775,12.005839461002324,11288.789164390064,222.088,-246.904,8.18050112371,200.723,-6.40152,7.75889,222.076,288.494140625,-48.7041,0.194858,-1346.8,0.707934,2.90956,-1.44155,93,2.24708,-223.324,0.0110058,0.544804,4.2378,-48.5604,3.5013209249991633,0.0,-0.755833,-2.82177,105.48556795699915,4.4743,1.6527,-0.393935,0,0.83829770659,288.494140625
71.9129,-1415.49,966000,95000,1742.85,120.95597296200322,3.03633,12.006447569001466,11409.74072019507,376.454,-409.193,11.3626174938,269.709,-6.82205,7.97788,294.52,275.8660888671875,-46.4833,0.165577,-1562.94,0.634213,3.00539,-1.55252,94,2.1498,-375.415,0.0180133,0.791873,5.26982,-48.6766,3.4979329080015304,1.92773975411,-0.710317,-2.81302,105.45159248500022,4.026,1.67246,-0.177752,0,1.08284876544,275.8660888671875
81.7136,-1276.81,976000,96000,89.5119,121.0042223790042,2.85555,11.989203176002775,11530.748949962073,304.218,-332.99,10.9742971076,253.279,-5.4208,7.91227,275.85,305.58642578125,-48.1979,0.19951,-1354.93,0.818127,3.0346,-1.42413,95,2.17072,-305.773,0.00852713,0.591431,1.1895,-46.2736,3.494177133999983,0.823049576445,-0.743554,-2.79221,105.52084206900145,0.426397,1.69798,-0.0850551,0,0.312761635678,305.58642578125
79.6159,-1498.87,986000,97000,81.0832,121.0582726340017,2.97793,12.0150532200023,11651.806848588072,306.622,-336.584,11.5704696262,252.229,-6.78079,7.82618,279.283,307.10003662109375,-39.9403,0.209746,-1629.9,0.535957,3.07242,-1.55775,96,2.20048,-303.887,0.00961456,0.482201,1.1692,-43.7917,3.498852333999821,1.16999932162,-0.759378,-2.89025,105.54436707999957,0.681617,1.76425,-0.0780748,0,0.660357936472,307.10003662109375
28.9877,-1576.35,996000,98000,57.4659,119.88169430000016,2.77429,12.028656534999755,11771.607021533075,230.821,-255.99,9.90586165615,195.481,-7.86924,8.77834,218.622,271.60723876953125,-36.3488,0.187929,-1733.54,0.561807,2.94449,-1.47185,97,2.2957,-230.899,0.00944991,0.443145,2.85423,-35.8724,3.499142763999771,0.588042931482,-0.743171,-2.89906,104.35389500100064,2.73593,1.72531,-0.338509,0,0.322283254364,271.60723876953125
32.2941,-1289.86,1006000,99000,529.388,119.02883817400652,2.86373,11.858164967004996,11890.660689556082,252.852,-279.17,11.6680704948,210.055,-7.86738,8.02823,232.233,259.7998962402344,-48.2639,0.194018,-1383.78,0.980262,3.14578,-1.51124,98,2.23954,-254.852,0.019696,0.430019,1.75539,-48.4443,3.4184590950007987,2.07710391152,-0.757137,-2.90754,103.75221411200073,1.62282,1.73929,-0.30478,0,0.300285673288,259.7998962402344
19.8692,-1653.31,1016000,100000,92.3822,118.85391577600603,2.7457,11.884741519006639,12009.485394377083,253.729,-278.55,9.20927290783,227.664,-6.64195,8.23424,251.518,256.14276123046875,-42.2513,0.206643,-1790.81,0.555204,3.07376,-1.55525,99,2.25879,-253.785,0.00748703,0.273172,2.58126,-40.5769,3.4438963630000217,0.28944834359,-0.77054,-2.87049,103.52527789399937,1.93664,1.75163,-0.290476,0,1.41056777403,256.14276123046875
30.1532,-1449.42,1026000,101000,62.7624,118.76313627300442,2.7753,11.870715566003128,12128.248830609087,246.519,-272.173,9.81747942837,201.603,-5.95071,7.9187,226.122,249.78326416015625,-45.1425,0.206825,-1607.85,0.795868,2.99423,-1.40392,100,2.29538,-243.43,0.00908112,0.218318,2.23771,-46.9208,3.415401431000646,1.46787758246,-0.783969,-2.89699,103.47701927600065,1.04855,1.7521,-0.276094,0,0.383218091374,249.78326416015625
114.665,-1687.78,1036000,102000,1018.04,118.7839398190008,2.62942,11.862619754001571,12247.033615145092,258.426,-282.203,10.1718023504,216.176,-6.69724,8.15748,232.137,263.604248046875,-47.7715,0.199751,-1777.33,0.975142,2.94616,-1.42852,101,2.20399,-263.722,0.00811025,0.558782,0.571015,-48.7596,3.4164206189998367,0.31171958158,-0.746104,-2.85832,103.5048994459994,0.5834,1.65527,-0.194948,0,0.963405565304,263.604248046875
46.4885,-1474.7,1046000,103000,131.659,119.53811882100308,2.72632,11.840384079001524,12366.614761346093,262.454,-287.649,7.63960526329,232.395,-6.66136,8.09334,251.067,261.5435791015625,-44.3673,0.207507,-1571.64,0.402336,2.98636,-1.42868,102,2.24167,-261.181,0.00730419,0.586333,2.248,-39.7458,3.4179148860002897,0.860873257091,-0.756051,-2.92268,104.27981985600127,3.20362,1.66108,-0.177106,0,0.559678948427,261.5435791015625
146.113,-1301.45,1056000,104000,988.29,120.46413243600728,2.91349,11.889298418005637,12487.0906906961,256.695,-287.229,9.49237305104,214.527,-5.97242,7.74496,236.343,237.39651489257812,-40.9735,0.201182,-1414.73,1.26944,3.2248,-1.49055,103,2.26293,-262.447,0.0200887,0.19867,2.69029,-44.6055,3.461617331000525,0.567983888138,-0.750767,-2.97422,105.11321668700111,0.943373,1.80273,-0.131934,0,0.35156530619,237.39651489257812
153.638,-1637.96,1066000,105000,715.831,120.5628433210095,2.73547,11.87795377000839,12607.640063931109,264.644,-291.506,10.3669779858,209.544,-7.6111,8.32182,233.905,290.7706298828125,-51.3201,0.196706,-1775.72,0.564035,2.88346,-1.39811,104,2.27662,-268.173,0.00485128,0.475926,1.4203,-42.8103,3.474281359000088,0.554799355121,-0.751473,-3.01352,105.21060819200102,0.553588,1.69675,-0.0656025,0,0.682339984518,290.7706298828125
62.038,-1576.19,1076000,106000,103.25,120.51506552399405,2.69643,11.891802039994218,12728.176447470103,235.826,-260.372,10.7393493674,192.551,-7.75101,8.06986,211.759,291.6380615234375,-44.2923,0.179231,-1695.67,0.959271,2.88313,-1.34239,105,2.19452,-239.287,0.0170113,0.750658,0.956877,-44.5824,3.4614068009996117,0.0412798330954,-0.736184,-2.99107,105.16185668300022,0.554711,1.59554,-0.0268465,0,0.860458497695,291.6380615234375
152.224,-1863.64,1086000,107000,458.796,120.66826922700602,2.74595,11.886908158005099,12848.847259148108,285.217,-311.443,11.2679300373,236.512,-7.81231,8.32874,259.885,303.02484130859375,-46.6154,0.201405,-2027.4,0.884475,3.02402,-1.49635,106,2.23588,-286.081,0.0222952,0.293818,1.46595,-44.5311,3.4834924090009736,0.303578207546,-0.745631,-2.82565,105.29786865999995,1.18354,1.75103,-0.291479,0,0.909814247179,303.02484130859375
129.732,-1187.83,1096000,108000,1392.54,120.66708671599918,2.80923,11.906056014999194,12969.487074810108,314.004,-345.244,8.80624870057,239.411,-6.86535,7.57937,262.655,278.93670654296875,-48.9867,0.170991,-1253.09,0.833279,2.97108,-1.31705,107,2.24569,-318.755,0.0159541,0.244228,2.05428,-51.2907,3.4867779840005824,0.615010596223,-0.752879,-2.84325,105.2742527169994,0.449269,1.77646,-0.276875,0,0.898079221353,278.93670654296875
