Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.618659,0.01973167,140.96266,140.96266,6571.68,141.90875,-198.7563,183.85522,254.91508,1080.2333,1.980607,194.12607,257.27396,1047.413,0.67021704,1.912472,2.3173175,12.789076,-6.741957,0.51339996,1.4447361,4.4849124,-4.9626102,-0.6268825,0.4681689,0.3590919,-2.8020442,1.4771185,2.7082047,4.666667,4.225,5.5,11000,126000,0,135.04928273055702,18.01829299144447,21.873312609270215,174.9408883312717,1916.8328779190779,10
0.8689507,0.008668387,130.96803,130.96803,4661.6147,127.85212,-184.1171,167.81909,178.72234,908.863,4.601925,179.26004,179.83978,890.86804,-5.8555145,2.5308118,2.2851386,9.519697,-5.5084934,0.6317913,1.5987661,4.4693584,-3.3488665,-0.63902724,0.38991806,0.13268094,-2.7313342,1.3298211,1.7841355,6.683333,5.475,7.35,12000,136000,0,135.63509660493582,17.859464866109192,22.486524655483663,175.98108612652868,2093.4109347611666,11
0.32023925,0.025038525,144.73148,144.73148,5682.463,233.42523,-190.6536,176.5195,169.13223,857.46594,3.6605787,184.7917,170.7559,788.1153,-2.87956,2.3472233,2.17838,7.7005105,-9.776738,0.5728867,1.5472028,2.9930525,-3.4693737,-0.6730231,0.42899156,0.13522574,-2.7341743,1.7411038,1.9950014,9.133332,6.525,5.8,13000,146000,0,134.21093953680247,18.45649215579033,22.09301722701639,174.7604489196092,2268.4199867630377,12
0.42684048,0.023797689,180.27458,180.27458,7504.3564,101.9863,-220.44115,203.7439,167.21669,681.0047,1.5303154,223.67303,177.65059,683.41205,-0.08994198,2.683051,2.2656481,9.497736,-7.5520735,0.8903316,1.502287,4.5031223,-2.9124508,-0.68138605,0.43137616,0.3492278,-2.5044708,1.6017075,5.4240484,8.35,6.5,5.5,14000,156000,0,135.14630294125527,18.704427555203438,21.438238821923733,175.28896931838244,2443.154120879248,13
0.33099943,0.08057745,126.423584,126.423584,7875.8667,173.93887,-193.94925,180.10013,156.59557,660.89734,6.1856575,192.7467,161.71877,654.6185,3.8656473,2.4422235,2.3381386,9.237549,-4.9663076,0.9166524,1.4281877,3.6288118,-3.635198,-0.63707477,0.41161278,0.13739815,-2.5177,1.5822814,2.0513375,7.5500007,8.775,6.9,15000,166000,0,135.2219603024423,18.149882594123483,22.298974124714732,175.67081702128053,2618.0891551012173,14
0.49896938,0.05038073,169.28482,169.28482,7786.491,233.87408,-223.3834,206.57379,162.88124,743.6931,-0.074329376,229.60086,175.40001,727.9951,-3.745824,2.7566376,2.478214,11.426744,-6.071541,0.78866297,1.6052554,3.2576365,-3.9571486,-0.6347474,0.4200403,0.4823631,-2.8982983,2.3409748,4.34287,9.333334,6.275,5.85,16000,176000,0,124.88613733742386,17.414998104795814,20.095383005216718,162.3965184474364,2772.7117401389405,15
1.0749879,0.06912048,169.66785,169.66785,7894.9614,264.53934,-237.80635,222.19666,164.17918,695.28345,8.322153,239.3718,171.09584,705.83795,10.861672,2.8205009,2.0789218,13.414764,-5.7399964,0.62658,1.634237,5.8291936,-2.9566486,-0.748044,0.54846734,0.9199441,-3.294455,1.5239713,3.3765976,7.8166656,5.3,5.725,17000,186000,0,99.50299375597388,9.64022412803024,11.581832814961672,120.72505069896579,2902.9869811665267,16
0.7031311,0.015695821,165.14801,165.14801,6275.866,108.85009,-224.1255,207.82239,166.29977,678.57666,-4.3338747,227.84312,178.00609,713.65454,-18.196323,2.7579904,2.3367307,10.384531,-7.08932,0.8815428,1.5282525,3.2111454,-3.8463495,-0.68179524,0.47886392,0.33050865,-2.7922733,1.4147952,1.3140932,7.75,6.25,8.3,18000,196000,0,133.6969211017713,19.19151933863759,22.02041907981038,174.90885952021927,3076.515668300912,17
0.5632418,0.004037721,188.30054,188.30054,7217.4556,185.87842,-245.89735,229.76347,170.82312,1138.147,2.2037182,250.08093,178.53401,1127.972,-7.2794385,2.9575062,2.0975583,10.877057,-8.781808,0.5418759,1.7001995,4.8036194,-3.7155013,-0.7795609,0.5565462,0.49334043,-3.3564768,0.4585955,0.14980969,9.15,7.2,10.4,19000,206000,0,138.8142746789381,17.8109910544008,21.29868393484503,177.92394966818392,3255.3531134957448,18
0.8305089,0.053968616,217.47305,217.47305,6761.091,126.33388,-204.80785,186.92514,156.78453,686.69653,-13.2449875,203.01071,167.46349,694.1172,-21.757654,2.9287624,2.364334,9.659232,-5.9430933,0.5144577,1.7242076,3.9019,-3.7563999,-0.69595516,0.5139299,0.2881263,-3.2250242,0.47965708,0.15531525,7.0833335,6.725,7.375,20000,216000,0,138.02379849925637,18.72508596815169,21.79945968836546,178.54834415577352,3433.2214880594984,19
0.6008716,0.042716917,188.03648,188.03648,8015.702,155.60678,-219.1507,204.3845,175.88043,857.563,-0.6805229,220.0662,185.0286,804.83795,-11.01041,2.5603478,2.3438637,11.386026,-6.469024,0.6898772,1.595988,4.5519605,-3.5065107,-0.66809916,0.49710724,0.44736195,-3.023427,2.0336797,1.8330944,7.4333334,8.325,5.6,21000,226000,0,142.16328045073897,18.044419194571674,20.269030096009374,180.47672974132,3615.4793061120436,20
0.4089078,0.011096353,201.17708,201.17708,9013.453,153.95357,-279.2505,260.7732,197.55426,875.4576,-2.3223495,280.85724,204.99347,867.6336,-4.5347095,3.2089148,2.1186638,9.243728,-6.162867,0.6056715,1.706315,4.546067,-3.0121276,-0.86074495,0.6002049,0.29087177,-3.1287582,1.4745014,1.984664,7.566667,8.975,7.25,22000,236000,0,151.85548856295645,19.82561318576336,20.87477666325867,192.55587841197848,3805.42333244998,21
1.4697965,0.12511198,191.21721,191.21721,6382.589,218.46138,-197.36636,182.21362,159.67964,707.58356,-5.2702765,201.87665,167.62018,716.40076,-6.6243315,2.6547124,2.2496076,8.498163,-5.715179,0.79644567,1.5569118,3.0964105,-3.4803822,-0.6753667,0.4248177,0.38657683,-2.921661,0.41291198,0.15890943,9.216665,8.375,7.9,23000,246000,0,149.3487611534074,17.213980501517653,20.76133604813367,187.32407770305872,3992.841257191263,22
0.6621633,0.03307718,195.89598,195.89598,9197.26,279.2665,-292.25076,275.1061,187.35114,846.56244,1.3766365,297.8935,194.04611,887.81433,8.228283,3.2771573,2.1622455,10.094912,-6.3377547,0.7122424,1.7322203,4.394958,-4.061493,-0.78348243,0.5238684,0.35245043,-3.0389504,0.4903977,0.0640337,8.216666,6.025,9.675,24000,256000,0,139.94327969942242,17.308814571239054,20.8523681005463,178.10446237120777,4170.354029506445,23
1.5846783,0.042481165,175.20349,175.20349,7362.436,134.27057,-251.31474,231.5661,173.20769,678.8682,-1.2941275,245.96152,181.081,680.4363,-8.110406,2.8803163,2.298494,8.804412,-7.9317026,0.9142134,1.5627604,3.5361538,-3.029636,-0.7057365,0.47319323,0.30532038,-2.8687654,0.9654681,0.7190856,7.5999994,8.825,8.1,25000,266000,0,141.92015093564987,16.717295611277223,20.872567823156714,179.5100143700838,4350.85766347032,24
0.76046985,0.007999846,215.59793,215.59793,8956.342,255.66223,-295.1584,278.59482,190.1818,728.37616,3.4912548,287.59973,188.79272,700.9016,2.9630656,3.1770701,2.1713278,9.535815,-6.7327337,0.21745166,1.8019537,3.454483,-3.3487637,-0.8219341,0.5591462,0.435484,-3.2906556,0.75690424,0.66508216,7.3333335,5.0,8.675,26000,276000,0,140.17504633963108,17.710483013652265,20.183721171692014,178.06925052497536,4527.902417470701,25
0.44804296,0.008016305,193.36061,193.36061,10494.381,246.30283,-295.73187,283.485,190.9391,827.0774,7.255069,285.826,188.68034,826.1,2.5995913,3.0571167,2.2329645,9.244736,-4.6851807,0.75416636,1.6507555,4.8796062,-3.355698,-0.77459955,0.5629562,0.33689404,-3.0372171,0.52088183,0.31371683,9.1,14.225,7.425,27000,286000,0,140.4078298266977,16.685887112282217,20.61657802760601,177.71029496658593,4705.156495344825,26
0.523543,0.0068613514,198.6012,198.6012,10879.486,154.3068,-325.22485,305.52277,167.20302,744.36554,20.969765,326.7704,171.34267,752.9446,31.633371,3.5669408,2.0992808,9.921914,-7.177698,0.6356369,1.8361079,3.3831086,-3.5298638,-0.79562056,0.48852605,0.4939411,-2.97315,0.39125237,0.12791695,9.933333,7.725,7.65,28000,296000,0,139.57621787954122,16.230807332322,20.22816818393767,176.0351933958009,4882.92671328783,27
0.66513765,0.01533719,212.29245,212.29245,7191.2227,100.24095,-262.6726,248.79813,172.06879,692.75116,-9.13031,263.05322,173.88947,707.2808,-2.0399532,2.9529781,2.2949252,10.709362,-5.8502045,0.70422316,1.6559806,3.4935884,-3.1077256,-0.7423874,0.488486,0.77655685,-3.1371055,0.4530951,0.17602657,8.533334,7.3,7.9,29000,306000,0,155.3393970578909,17.966064620763063,20.037998190149665,193.34345986880362,5076.458019118756,28
0.7678288,0.008579433,196.43253,196.43253,9262.856,109.507126,-260.488,242.22836,180.07535,819.8928,-5.3853536,261.24658,189.6626,823.1602,-6.822075,3.1179173,2.3976412,14.000974,-6.111623,0.46137464,1.7745851,5.8478546,-3.8712542,-0.7709522,0.53203946,0.5334214,-3.02985,0.35379896,0.28166318,9.916667,7.8,6.85,30000,316000,0,148.70996651612222,18.154173720628023,21.291446113958955,188.1555863507092,5263.348362819292,29
0.7594196,0.024653476,206.25595,206.25595,10379.988,105.6322,-305.38535,287.30713,179.20198,748.9051,5.6511135,303.57544,183.72685,752.8644,8.804325,3.3097928,2.188843,14.216749,-5.433555,0.42629874,1.819796,5.12106,-4.2477007,-0.79109967,0.5473047,0.68959534,-2.9573185,0.5756606,0.64350855,8.500001,5.325,7.475,31000,326000,0,88.1853326400742,16.888312123715878,19.948959751985967,125.02260451577604,5381.30376138445,30
0.49846038,0.0035076018,198.11472,198.11472,7878.456,163.40283,-268.94385,254.22653,182.47758,708.49023,-2.3330507,272.64166,190.1605,693.13007,-2.2500906,2.9892225,2.458529,8.58339,-6.6619644,0.71320903,1.643575,3.530435,-2.9746106,-0.8022047,0.55620563,0.5605085,-3.1745477,1.243457,0.66522396,9.566668,7.175,6.5,32000,336000,0,131.62220105249435,9.821217153221369,11.465474247932434,152.90889245364815,5542.657920669764,31
0.48094955,0.003872841,202.28859,202.28859,11472.6875,114.271736,-296.69632,283.00458,213.57764,832.7085,-12.732004,298.82953,214.46811,821.56757,-4.8363085,3.1715105,2.3980207,9.819872,-5.7937512,0.17373069,1.8519661,5.1939793,-3.3605936,-0.7568349,0.56657314,0.7910046,-3.0567636,0.9994668,0.6631295,9.75,9.05,6.8,33000,346000,0,140.81090605817735,18.26767056528479,20.625572195276618,179.70414881873876,5721.958101852797,32
0.6319928,0.016463608,200.84329,200.84329,10886.469,146.0411,-331.89294,314.12994,185.44855,791.9072,12.406404,333.61224,190.46898,808.49384,7.1034203,3.3779812,2.1898825,10.5330925,-6.3957996,0.49407828,1.8343624,3.7608676,-3.7058716,-0.7968482,0.5059717,0.58981764,-2.8052795,0.40998155,0.13633694,9.733333,7.225,8.9,34000,356000,0,133.47770071960986,17.864043991081417,20.4344817167148,171.77622642740607,5894.612035588361,33
0.43764275,0.0040985844,217.2938,217.2938,8413.337,224.70041,-298.75342,276.9636,178.32655,817.9946,-1.7234745,289.77008,177.04947,764.3836,4.1175413,3.2930598,2.27402,9.394031,-4.9614167,0.40010008,1.8208145,3.3943462,-3.567121,-0.78776884,0.54536104,0.4463578,-3.175983,0.31639946,0.10440109,9.616667,7.4,4.025,35000,366000,0,136.10545475501567,18.74205364100635,22.11517079360783,176.96267918962985,6070.386623349041,34
0.6618609,0.01557122,218.42184,218.42184,10561.948,100.65712,-336.88974,316.18658,181.80214,890.06366,16.80426,337.86084,185.46414,862.0584,16.105722,3.6461148,2.195454,10.519139,-6.839164,0.74703974,1.8013837,3.4856632,-3.48723,-0.82848406,0.54713255,0.5556321,-2.9884617,0.37758622,0.11839509,8.95,6.225,9.225,36000,376000,0,135.06595969665796,17.554307161830366,21.275415075942874,173.8956819344312,6244.140740837902,35
0.46097654,0.0034410146,219.4265,219.4265,12236.762,111.31532,-368.53043,351.3059,163.35713,810.3428,25.721773,362.5405,162.62685,786.07025,34.23182,3.7279034,2.1527197,9.345732,-5.7412744,0.5350578,1.8607744,3.5709383,-3.3692067,-0.93745375,0.5994299,0.5114674,-3.1054246,0.39809108,0.088900626,10.583334,12.65,12.475,37000,386000,0,141.40248002763838,17.41221424471587,21.475024295970798,180.28971856832504,6425.423384174705,36
0.5963933,0.012203736,204.68619,204.68619,9950.717,116.62521,-313.22598,298.34222,173.73506,740.6047,3.112566,310.31238,175.84076,739.3217,-0.74867535,3.0936308,2.24478,9.132595,-6.546213,0.6748023,1.6854234,3.641933,-3.1548057,-0.8082555,0.5427129,0.46779442,-3.1751444,1.2974418,0.40603155,10.166666,9.3,9.375,38000,396000,0,155.54199355933815,18.405071899294853,21.004551416262984,194.951616874896,6620.04143053852,37
0.5464406,0.0075143212,213.74701,213.74701,10494.289,132.86209,-335.68295,318.4446,180.91965,735.0882,1.7435131,332.0802,182.33653,735.2418,6.588688,3.3841023,2.204099,9.71316,-7.823497,0.69357175,1.7409399,3.4683418,-3.2484019,-0.85829157,0.5860524,0.54285425,-3.1102986,1.0350096,0.4559048,9.283333,6.95,5.775,39000,406000,0,148.4811205668375,18.072748088277876,21.478122115135193,188.03199077025056,6807.441688807681,38
0.9514839,0.01887424,203.7601,203.7601,11095.551,144.91194,-316.41608,301.87207,200.53891,735.3467,-0.2643242,322.22375,206.53862,726.899,-0.33909035,3.1286678,2.2860215,10.124395,-9.095934,0.09232791,1.8241644,3.61535,-3.3278432,-0.8401207,0.5651002,0.50329983,-3.011919,1.3050241,0.38029104,9.633333,11.15,9.825,40000,416000,0,139.44845711346716,17.44134750124067,20.260839448310435,177.15064406301826,6986.141501078382,39
0.49946624,0.012148762,206.20528,206.20528,11047.234,201.59688,-335.85455,318.1612,182.03624,734.19336,6.814602,326.69952,182.63992,718.16534,-2.5228348,3.2929463,2.1686282,9.337727,-5.9647264,0.5875994,1.7518458,3.939087,-3.1849558,-0.8695655,0.57810825,0.6422784,-3.341057,0.3831479,0.12887274,9.483334,8.9,8.7,41000,426000,0,143.05769864935428,18.991082711145282,21.67623128555715,183.7250126460567,7169.082803734578,40
0.53961796,0.010092647,216.27948,216.27948,11214.375,231.31798,-344.8512,326.45093,170.63199,760.4392,24.703661,341.09674,169.65846,695.4903,28.02518,3.3012714,2.1117978,9.197959,-9.195423,0.5415925,1.7674334,3.4235775,-3.6416101,-0.8881101,0.5652137,0.4224972,-3.3350017,1.5227035,0.50260407,10.583334,9.375,7.175,42000,436000,0,142.39217887911946,18.206683124415576,21.19574313145131,181.79460513498634,7350.645818836987,41
0.39338502,0.00832483,200.7363,200.7363,12268.738,111.82663,-324.17746,309.89243,184.80637,673.8826,-0.48618507,327.40186,186.1748,669.8825,-3.676587,3.3217368,2.2706091,12.13574,-6.226187,0.05179792,1.850908,3.2660291,-4.059495,-0.8831385,0.5488041,0.31826466,-3.1061254,0.69324696,0.44027147,9.816668,9.775,5.775,43000,446000,0,140.5158218210563,17.9753721896559,20.40318537503481,178.89437938574702,7529.982039686292,42
0.5159905,0.0036642507,205.10077,205.10077,9890.507,97.90564,-336.59314,310.84564,160.25775,768.0819,22.236546,334.33545,167.09462,764.8616,28.630627,3.7042654,2.2869992,9.08124,-7.1109886,1.0197748,1.7366929,3.5919282,-3.1861558,-0.7564982,0.45942086,0.6292262,-3.2764328,0.8530501,0.35060248,10.4,6.1,5.2,44000,456000,0,158.44812606927007,18.41742562316358,21.05120286811143,197.9167545605451,7728.8814358543605,43
