Log Pis Max,Number of rollouts total,V Predictions Max,V Predictions Mean,Q Predictions Min,Sample Time (s),Number of train steps total,VF Loss,Q Predictions Max,Policy log std Max,(Previous) Eval Time (s),AverageTrainReturn_all_train_tasks,Log Pis Mean,Q Predictions Std,Log Pis Min,Z mean eval,KL Divergence,Policy mu Min,Policy mu Max,Z variance eval,Epoch Time (s),Policy mu Mean,KL Loss,Number of env steps total,Policy mu Std,Epoch,Z mean train,QF Loss,AverageReturn_all_test_tasks,Policy log std Std,AverageReturn_all_train_tasks,Train Time (s),Policy log std Min,Q Predictions Mean,Total Train Time (s),V Predictions Min,Policy log std Mean,Policy Loss,V Predictions Std,Log Pis Std,Z variance train
7.99263,0,-97.5592,-532.535,-1391.66,11.890695724997386,50000,32.3062,-102.208,-0.0310173,3.4517379049993906,6.46366069775,2.28114,323.109,-6.6343,1.7568,244.07920837402344,-3.15388,2.84725,4.764,119.50324193699726,0.376046,244.07920837402344,516000,1.57336,49,1.28679,1016.27,1.19567608161,0.225174,1.15107851992,104.16080830700048,-1.46567,-554.794,5981.892668177996,-1274.91,-0.713858,533.575,320.368,2.03722,0.0634077
8.90275,0,-86.3472,-408.644,-1347.93,11.89254453400008,51000,107.728,-94.069,-0.0121552,3.4506923159997314,6.77884757103,2.82327,291.089,-6.42767,2.34479,273.2093811035156,-3.18632,3.0644,7.28117,119.29766294300043,0.792026,273.2093811035156,526000,1.607,50,0.209681,328.426,0.880237510963,0.175861,1.8630455632,103.95442609300062,-1.53737,-442.447,6101.191502250997,-1208.89,-0.713852,416.139,285.047,2.13544,0.000314535
8.64101,0,-97.1939,-487.563,-1271.2,11.897591710998313,52000,82.3871,-105.008,-0.0827181,3.452212956000949,8.43481408704,2.80623,314.433,-8.67283,1.59583,238.80267333984375,-2.77357,3.07496,4.71156,119.1623403499998,0.326813,238.80267333984375,536000,1.74174,51,0.179885,1327.66,0.68384288557,0.183618,0.560019712176,103.81253568300053,-1.42797,-516.324,6220.353601300994,-1190.08,-0.713588,492.11,311.241,2.13506,0.000179172
9.75287,0,-86.5374,-361.074,-1252.99,11.896329158997105,53000,38.8683,-93.9533,-0.14847,3.4524451670004055,4.97057121228,2.93486,252.304,-7.91924,0.907736,286.8093566894531,-2.75361,3.49556,2.36822,119.31754388099762,0.322902,286.8093566894531,546000,1.77493,52,0.189538,158.074,0.647452183898,0.193991,1.32088817739,103.96876955500011,-1.44405,-384.567,6339.665657037991,-1203.8,-0.733206,362.773,244.328,2.22415,0.00113986
8.51803,0,-71.0078,-393.667,-1567.87,11.889142900003208,54000,39.6505,-70.672,-0.0429706,3.447392652000417,3.51349330795,2.94648,261.801,-7.31458,3.54644,226.06700134277344,-3.2312,2.9321,5.84945,119.26770685900374,0.555162,226.06700134277344,556000,1.73994,53,0.319061,258.982,0.62672054612,0.185588,1.54949689062,103.93117130700011,-1.57499,-417.999,6458.9318595689965,-1398.87,-0.717878,395.708,251.555,2.17505,0.000130057
8.34636,0,-62.526,-421.274,-1576.91,11.902326923996952,55000,79.0454,-79.3677,-0.0774382,3.4463401499997417,5.95840658317,2.91454,249.544,-5.62901,2.93016,222.76535034179688,-2.85879,3.06255,4.32713,119.35133517699614,0.660089,222.76535034179688,566000,1.69995,54,0.465087,191.982,0.613585963735,0.178569,0.60503902168,104.00266810299945,-1.3975,-453.392,6578.28393403299,-1448.24,-0.705531,425.159,236.589,2.11956,0.000109174
7.36469,0,-107.149,-427.321,-1219.79,11.8976767830045,56000,82.8844,-106.532,-0.0934439,3.447555552000267,6.57735689878,2.88809,239.749,-8.6883,6.51018,278.50543212890625,-2.77443,2.83158,13.9656,119.37924121700416,0.343071,278.50543212890625,576000,1.77797,55,1.12655,439.261,0.547701437395,0.164673,1.50021290557,104.0340088819994,-1.44913,-453.71,6697.664962016997,-1097.59,-0.698105,431.05,230.394,2.13938,0.077125
7.68331,0,-105.629,-467.618,-1409.29,11.892942477004908,57000,56.2762,-100.353,-0.085714,3.449824745999649,5.93833499438,2.59293,267.394,-5.44933,1.52142,239.96726989746094,-2.88878,3.13738,2.59975,119.29574580100416,-0.02443,239.96726989746094,586000,1.72769,56,2.25755,167.499,1.23697224206,0.179569,0.796268856977,103.9529785779996,-1.42907,-488.613,6816.959088838001,-1355.07,-0.710253,463.077,251.639,2.06204,0.125941
7.45979,0,-98.2119,-334.377,-1199.03,11.904730071999438,58000,48.9928,-95.8711,-0.0785332,3.448703136000404,6.84501066123,2.51171,198.028,-5.91845,1.76949,255.39614868164062,-2.90504,2.82017,1.87331,119.19676828800038,0.600114,255.39614868164062,596000,1.59424,57,2.74633,906.647,1.15196834248,0.142795,1.2225630104,103.84333508000054,-1.48496,-358.166,6936.1488107219975,-1150.51,-0.696702,338.848,191.646,2.12857,0.131375
7.91732,0,-96.1811,-351.288,-1157.54,11.885187915000643,59000,44.5226,-87.3853,-0.0764446,3.4421250039995357,8.46209897634,2.68847,219.258,-6.56965,3.67511,280.56512451171875,-2.89674,2.84142,4.07865,119.07927373800158,0.392678,280.56512451171875,606000,1.70242,58,0.261184,1069.51,0.552568934844,0.156123,1.68914672513,103.7519608190014,-1.55801,-368.4,7055.232776385001,-1130.33,-0.710983,350.227,211.702,2.13622,0.00130924
7.95926,0,-100.374,-401.062,-1261.47,11.894801120994089,60000,35.4051,-99.2596,-0.14483,3.4472798070000863,7.64418185902,2.73196,231.598,-7.14636,2.26074,270.1202087402344,-2.90445,2.9294,3.02251,119.10040508499333,0.585029,270.1202087402344,616000,1.67991,59,1.34179,367.871,0.613753378747,0.162732,0.710317043144,103.75832415699915,-1.56906,-426.941,7174.332870776996,-1206.84,-0.727665,401.857,214.276,2.15499,0.000220411
7.24817,0,-91.9079,-370.806,-1382.01,11.90143227000226,61000,24.7935,-88.5589,-0.242429,3.447464769000362,6.34782394439,2.77227,267.66,-6.86159,2.05037,260.28680419921875,-2.99524,2.78243,3.16698,119.3143198530015,0.566231,260.28680419921875,626000,1.69789,60,0.609855,895.537,0.835181234082,0.164389,1.13633973598,103.96542281399888,-1.60788,-391.235,7293.6488786659975,-1302.17,-0.719611,368.221,255.543,2.12487,0.00539093
7.64793,0,-26.0215,-447.964,-1589.06,11.877310167003088,62000,51.7863,-22.7172,-0.190205,3.4496677050010476,8.20620820656,2.773,246.353,-5.09817,4.79333,241.73208618164062,-2.7679,2.95884,4.75091,119.32598132900421,0.163462,241.73208618164062,636000,1.78485,61,0.27258,215.211,0.961783806705,0.129543,0.648056984168,103.99900345700007,-1.58114,-482.495,7412.976234505,-1431.08,-0.682963,450.731,226.483,2.10992,7.22385e-05
7.54509,0,-82.804,-369.392,-1208.03,11.89207394200821,63000,29.0038,-89.4248,-0.00321004,3.4515328420002334,9.91163660215,2.88691,226.435,-8.24052,5.19014,245.4340057373047,-2.72895,2.91296,5.32994,119.29045566200693,0.591897,245.4340057373047,646000,1.69974,62,1.14642,164.463,1.18794469118,0.162247,1.98232533408,103.94684887799849,-1.50282,-396.555,7532.258819420005,-1125.18,-0.699484,370.733,215.382,2.09006,0.0466569
7.36433,0,-94.1723,-399.498,-1540.58,11.893695672990361,64000,70.5186,-99.0041,-0.117981,3.4441596750002645,7.24875981963,2.70257,295.891,-6.36317,8.35019,275.6229248046875,-2.94156,2.79287,12.0102,119.36480922299052,0.419206,275.6229248046875,656000,1.70851,63,0.224618,166.058,0.644523218948,0.154483,2.33921021548,104.02695387499989,-1.42508,-432.365,7651.598676809997,-1389.72,-0.691427,403.896,278.902,2.04822,0.000120426
8.02385,0,-85.2135,-353.792,-1113.98,11.884420706997844,65000,39.4245,-84.3968,0.00575081,3.4197090420002496,9.51335443771,2.71212,196.669,-7.08557,0.750807,242.8792266845703,-2.78817,2.81778,0.494284,119.38018065899814,0.401062,242.8792266845703,666000,1.72524,64,0.111255,231.366,1.18276546872,0.157452,0.584237392812,104.07605091000005,-1.34769,-382.08,7771.005773395,-1003.81,-0.700489,356.565,180.142,2.16367,0.000204641
7.2449,0,-85.3175,-262.236,-1163.62,11.888261611993585,66000,15.8791,-83.7953,-0.116258,3.4471830599995883,9.43250078677,2.71578,194.931,-8.21562,0.671849,312.3562927246094,-2.82067,2.93881,0.920635,119.41502280499299,0.846447,312.3562927246094,676000,1.54821,65,0.124057,51.8346,0.129785478825,0.196433,1.15102821691,104.07957813299981,-1.46545,-282.288,7890.417458970991,-1093.59,-0.736789,260.543,180.814,2.11143,0.000121873
8.52,0,-77.6116,-283.717,-1428.81,11.891517981997822,67000,68.1094,-72.449,0.00687891,3.444379738000862,9.85814026845,2.85726,214.587,-6.93087,1.3571,296.877685546875,-2.89295,3.03247,1.45159,119.31603500799793,0.704594,296.877685546875,686000,1.65836,66,2.01151,69.5594,0.839322022023,0.204727,0.713948748117,103.98013728799924,-1.4803,-307.686,8009.730495393986,-1421.0,-0.721095,277.669,191.796,2.20574,0.0830271
7.50666,0,-82.5641,-492.582,-1555.35,11.877977582000312,68000,44.7309,-87.3731,-0.23062,3.4418943950004177,8.78620070224,2.89982,266.755,-9.00737,6.99288,240.77174377441406,-2.73,2.86904,9.56031,119.3687057390016,0.308849,240.77174377441406,696000,1.79015,67,0.718975,283.486,1.07705696775,0.120885,0.686630065067,104.04883376200087,-1.28018,-529.356,8129.09537973099,-1427.69,-0.687565,496.136,253.38,2.03078,0.00897804
8.25122,0,-73.5185,-482.482,-1761.58,11.872908056999222,69000,68.1468,-70.878,-0.0190386,3.4386229520005145,9.79212100212,2.91837,291.86,-6.13739,4.00615,253.17135620117188,-2.88578,2.86174,4.70489,119.31107660899943,0.199602,253.17135620117188,706000,1.80671,68,1.76487,604.434,0.372679291265,0.164145,0.598247160519,103.99954559999969,-1.5027,-516.93,8248.408051404991,-1613.43,-0.682615,486.911,273.402,2.07022,0.0549138
8.25961,0,-79.5133,-374.294,-1697.76,11.873008885002491,70000,23.8295,-77.1967,0.0510277,3.4406986249996407,5.68971949795,2.75643,279.705,-7.17295,0.630198,281.0634460449219,-2.84346,3.05739,0.0952647,119.16543175700099,0.428781,281.0634460449219,716000,1.72687,69,0.129068,802.602,0.672725647542,0.176314,0.651504997505,103.85172424699886,-1.46924,-400.646,8367.563656588994,-1473.1,-0.713662,375.689,260.431,2.11173,0.000210405
8.17993,0,-78.6079,-391.428,-1884.1,11.870438284997363,71000,82.7369,-75.2029,-0.217041,3.4314321069996367,7.77796799902,3.0026,289.291,-8.07319,0.742905,239.052001953125,-2.90224,2.87404,0.143338,119.11860476599577,0.371932,239.052001953125,726000,1.79011,70,0.263605,797.487,0.547427529285,0.174827,0.731894939025,103.81673437399877,-1.54681,-418.375,8486.663644729993,-1633.31,-0.731676,395.076,267.263,2.10124,0.000224778
7.76805,0,-72.7544,-318.849,-1186.88,11.86472040100125,72000,58.9956,-73.5519,0.00375342,3.4134286290009186,9.67624936411,2.72784,228.181,-7.99751,2.81382,243.17784118652344,-2.85916,3.00013,2.61102,119.35751595800139,0.586608,243.17784118652344,736000,1.64872,71,0.289291,253.669,0.648869182699,0.176256,0.768261041984,104.07936692799922,-1.47189,-338.369,8606.045266404995,-1085.95,-0.723588,317.428,215.345,2.07006,0.000408284
7.52702,0,-65.0088,-354.351,-1297.88,11.882804572003806,73000,55.6406,-61.1082,0.101635,3.4380431700010377,8.8047773255,2.96167,236.547,-8.58622,5.98675,267.8446044921875,-2.92004,2.80914,5.51565,119.13403408300474,0.44328,267.8446044921875,746000,1.78023,72,2.12746,160.055,1.24537604066,0.156686,0.812447666868,103.81318634099989,-1.49816,-376.937,8725.150061175003,-1164.97,-0.692806,349.524,221.574,2.0873,0.0484493
7.3021,0,-87.226,-464.361,-1228.53,11.873324219006463,74000,42.1571,-85.7082,0.0984871,3.409395818000121,7.05367643513,2.8772,265.701,-5.79885,1.92799,255.54441833496094,-2.96476,2.88105,0.809497,119.22988606400577,0.266916,255.54441833496094,756000,1.79403,73,1.19348,477.298,0.258719865426,0.163864,1.89728045008,103.94716602699918,-1.49979,-494.342,8844.419253195005,-1130.84,-0.689831,464.777,245.919,2.02187,0.045461
7.53678,0,-72.0826,-330.68,-1425.93,11.875022407997676,75000,55.282,-73.1531,-0.0762687,3.4494447739998577,9.03508340748,3.15797,271.795,-9.08411,3.50672,266.27301025390625,-2.78213,2.93083,1.94735,119.32264944699818,0.72561,266.27301025390625,766000,1.73163,74,0.289832,152.265,0.663077393938,0.160663,0.585990526116,103.99818226500065,-1.58849,-365.231,8963.738488102008,-1317.99,-0.700317,334.787,252.382,2.01703,0.000611891
8.00029,0,-82.9992,-420.464,-1824.14,11.876718007999443,76000,40.3573,-81.1076,-0.0908046,3.446535474000484,7.14623266033,3.12007,279.706,-5.37674,0.695034,254.97398376464844,-3.04717,2.99366,0.0361537,119.33371649199944,0.399264,254.97398376464844,776000,1.81846,75,0.270479,766.41,0.595840497389,0.154821,0.776881529521,104.01046300999951,-1.46604,-456.701,9083.069825689006,-1678.57,-0.703483,418.939,259.629,2.03652,0.00027687
8.34575,0,-75.5502,-363.817,-1433.2,11.881569343999217,77000,152.173,-70.1457,-0.0155394,3.444656281000789,9.09105858512,3.20459,262.166,-7.15785,2.79943,274.6824645996094,-3.34121,2.85681,1.09727,119.63412282999889,0.12597,274.6824645996094,786000,1.88466,76,1.26072,148.616,0.769555860059,0.199742,0.873775979843,104.30789720499888,-1.6203,-384.463,9202.704711418999,-1314.23,-0.694814,356.419,246.58,2.05361,0.0125534
7.893,0,-69.9297,-343.886,-1637.77,11.869696893001674,78000,59.4518,-69.5602,-0.183312,3.4461384049991466,7.82799149783,3.16743,250.554,-10.7496,2.44573,295.09417724609375,-2.93626,2.89013,0.675828,119.70812765900155,0.371372,295.09417724609375,796000,1.85479,77,0.212058,197.663,1.67864488745,0.170875,0.566537009912,104.39229236100073,-1.62917,-374.922,9322.409915620003,-1475.05,-0.70652,340.075,229.519,2.03051,0.00019324
8.25532,0,-66.2882,-244.914,-1464.5,11.867299680001452,79000,16.4367,-64.637,-0.193901,3.4436167420008132,9.62260339103,2.61202,232.973,-10.5599,0.743611,323.5149841308594,-2.86301,2.82925,0.0146861,119.84715482700267,0.51099,323.5149841308594,806000,1.63901,78,0.898231,74.2163,1.22118244197,0.214087,1.16706915667,104.5362384050004,-1.69776,-265.352,9442.257563186005,-1260.32,-0.779156,244.262,213.259,2.14293,0.000152498
9.59828,0,-56.9305,-367.004,-1964.81,11.903129415004514,80000,54.5952,-55.3458,-0.172535,3.4447146889997384,9.40523269892,2.78313,302.485,-7.583,4.43018,291.45538330078125,-3.07675,3.24979,2.23149,119.70682622100321,0.14843,291.45538330078125,816000,1.78257,79,0.810718,517.292,0.463534405466,0.177252,2.28272351946,104.35898211699896,-1.53871,-394.482,9561.97346672901,-1781.55,-0.719493,366.883,280.074,2.12698,0.000178626
8.0455,0,-55.1813,-425.244,-1488.18,11.924358333999407,81000,78.4986,-57.4805,-0.169721,3.45438731700051,7.28607918527,2.86177,292.376,-5.45969,0.74558,267.654541015625,-2.888,2.82615,0.00868124,119.80070525999872,0.546506,267.654541015625,826000,1.72822,80,0.560263,912.973,0.714975342555,0.147709,1.00522615829,104.4219596089988,-1.37804,-458.021,9681.768661793009,-1300.68,-0.698938,429.075,280.976,2.18526,0.0177302
8.39605,0,-49.4688,-309.556,-1447.52,11.899970583999675,82000,20.8715,-51.1079,-0.191672,3.4495534489997226,10.2289364292,3.02112,255.442,-6.93711,1.11274,288.4088134765625,-2.90927,3.00607,1.16772,119.73384248299772,0.28178,288.4088134765625,836000,1.82397,81,0.33939,81.1252,0.575807597878,0.175436,0.953090259506,104.38431844999832,-1.52788,-341.906,9801.496203135008,-1371.91,-0.719259,309.266,234.243,2.08251,0.000323993
7.68811,0,-48.8949,-313.595,-1548.95,11.88683506000234,83000,57.6477,-52.3204,-0.189376,3.443836503000057,4.15043340717,2.98381,238.795,-5.65202,0.944137,239.93035888671875,-2.89692,2.8505,0.0208371,119.74353726100344,0.196702,239.93035888671875,846000,1.83598,82,0.567557,351.864,1.19147097148,0.16877,0.577186353884,104.41286569800104,-1.51733,-352.408,9921.24757326801,-1391.4,-0.704351,318.602,211.353,2.09553,0.0122868
7.59119,0,-43.3044,-328.488,-1345.04,11.91027602700342,84000,23.1543,-43.1974,-0.0837475,3.4522925479996047,9.24745714881,3.18163,260.803,-7.47563,0.75926,262.33642578125,-2.82515,2.92832,0.559722,120.20997171700401,0.811822,262.33642578125,856000,1.71897,83,1.34125,41.7201,0.641421861778,0.157482,0.815948214057,104.84740314200099,-1.42996,-364.765,10041.456442973014,-1264.55,-0.694037,329.992,237.303,2.10552,0.00316099
7.55629,0,-47.7729,-417.262,-1979.48,11.878376344999197,85000,32.1359,-49.2958,-0.166248,3.4517911980001372,9.28316757362,3.12493,270.365,-5.93869,2.4226,263.2127380371094,-3.01786,2.87244,2.86562,120.1402771109988,0.276503,263.2127380371094,866000,1.87544,84,0.490867,83.9219,0.806201387168,0.137877,1.21860766708,104.81010956799946,-1.37216,-462.123,10161.594183858015,-1775.62,-0.677273,420.073,246.283,2.07628,0.00461407
7.77921,0,-51.5651,-359.999,-1215.08,11.880336009004168,86000,98.2217,-56.6842,-0.223127,3.4499048219986435,8.5465330459,2.67543,242.06,-7.39061,4.65297,235.89915466308594,-2.85712,2.94749,6.62515,120.40026296100223,0.511771,235.89915466308594,876000,1.68931,85,0.410413,1003.67,0.0884264278874,0.154271,0.80745148715,105.07002212999942,-1.46762,-393.781,10281.994963555015,-1160.4,-0.692927,363.28,227.5,2.19403,0.00540753
7.72138,0,-39.0887,-295.483,-1364.13,11.910108786994897,87000,21.6935,-39.819,-0.0838369,3.4510357409999415,7.28251006622,2.88401,257.039,-8.33932,3.74946,287.23150634765625,-3.00518,2.89828,2.97882,119.85661272699508,0.483495,287.23150634765625,886000,1.74288,86,0.509243,604.259,1.00074444852,0.179285,0.631354780935,104.49546819900024,-1.39795,-322.605,10401.854106366014,-1204.5,-0.712809,294.01,240.071,2.17313,0.000855823
8.02759,0,-49.4613,-357.349,-1624.48,11.87992053799826,88000,77.191,-50.7518,-0.0665132,3.4542130270001508,8.02790418217,2.94486,276.93,-6.62723,0.624562,277.05975341796875,-2.96092,3.11095,0.010217,119.83288812799765,0.397264,277.05975341796875,896000,1.78672,87,0.838546,1622.44,0.658751584392,0.183673,1.9594900415,104.49875456299924,-1.33548,-384.38,10521.679837133011,-1621.4,-0.724034,352.835,260.372,2.19009,0.00116117
7.22827,0,-32.9277,-308.876,-1276.48,11.909734225995635,89000,45.5252,-36.8304,-0.212062,3.4476340299988806,9.52573986962,2.81909,254.517,-8.19737,0.630246,252.4886474609375,-3.05639,2.81213,0.00647803,119.4445675109946,0.83532,252.4886474609375,906000,1.58725,88,1.90317,469.071,0.663589570254,0.169832,1.56717271521,104.08719925500009,-1.5145,-337.868,10641.124992599005,-1151.08,-0.713595,310.708,234.821,2.0943,0.058325
7.46905,0,-43.609,-352.268,-1597.26,11.887535703002868,90000,26.9264,-52.4482,-0.0933188,3.4489650880004774,10.0625226552,2.94985,285.814,-5.93532,5.08192,281.63482666015625,-2.95539,2.88541,4.54816,119.03905679500167,0.347011,281.63482666015625,916000,1.80913,89,0.307649,358.124,0.406143900887,0.155148,0.54410739011,103.70255600399832,-1.40715,-384.576,10760.165567994007,-1474.28,-0.68493,351.987,269.797,2.11355,0.00025638
7.92761,0,-36.8089,-281.438,-1523.38,11.88040275500316,91000,48.177,-41.1058,-0.0571653,3.451132124999276,9.73820897298,2.80803,250.573,-5.43745,2.36716,283.788818359375,-3.02328,2.9804,1.89834,119.0643865810016,0.59969,283.788818359375,926000,1.7016,90,0.247044,812.381,0.200969051464,0.179188,0.0200560588691,103.73285170099916,-1.4959,-311.501,10879.22941635201,-1364.22,-0.725635,282.828,231.801,2.14595,0.000990076
7.64381,0,-40.4831,-261.374,-1450.88,11.874785153002449,92000,60.1993,-42.8973,-0.0926057,3.4512706709992926,9.77605878596,2.83968,248.94,-7.10235,10.2956,278.9108581542969,-2.87253,2.95092,10.1751,119.0951986500022,0.580496,278.9108581542969,936000,1.69995,91,0.397544,98.737,0.167743472998,0.185432,1.20490743994,103.76914282600046,-1.54215,-289.91,10998.320450391011,-1315.69,-0.715387,264.219,230.854,2.06149,0.000170287
7.81443,0,-39.765,-238.979,-1338.07,11.905717487998118,93000,14.9704,-40.9913,-0.092647,3.4477374729995063,10.4765134334,2.87015,203.726,-10.3516,0.501236,286.76324462890625,-3.11777,3.01334,0.00874292,119.07597543399788,0.674013,286.76324462890625,946000,1.6731,92,0.288555,37.3757,1.50480623515,0.214773,1.54609919269,103.72252047300026,-1.54745,-267.785,11117.405199877012,-1279.04,-0.738255,239.753,181.637,2.113,0.000274487
7.47447,0,-51.7888,-255.83,-1617.36,11.896806126995216,94000,21.9124,-54.9571,-0.110617,3.4571778560002713,8.93748849184,2.63781,251.048,-7.61519,1.75254,278.41455078125,-2.89316,2.98632,0.130432,119.0587668989956,0.648657,278.41455078125,956000,1.61895,93,0.291457,975.203,1.02449731234,0.187456,0.969825758091,103.70478291600011,-1.53827,-282.89,11236.457773970007,-1429.04,-0.742442,258.158,228.174,2.17801,0.000243804
7.67125,0,-51.3103,-368.383,-1442.33,11.923627966001732,95000,70.1061,-56.4014,-0.112958,3.451795053000751,11.6820415589,2.94194,275.077,-9.4457,4.3991,240.7696075439453,-2.82567,2.79304,2.69948,119.07836924900221,0.439457,240.7696075439453,966000,1.78108,94,1.49277,1029.84,0.884459000117,0.169205,1.12768233803,103.70294622999972,-1.58418,-401.025,11355.53931548501,-1434.63,-0.705515,373.529,258.127,1.99545,0.0482921
8.33712,0,-46.1992,-279.21,-1771.9,11.887245069003257,96000,16.9656,-47.3758,0.0271037,3.4556935749988043,9.69646132232,2.87515,245.803,-7.24817,4.18896,248.57476806640625,-3.03057,2.86574,2.26559,119.0351734140022,0.599969,248.57476806640625,976000,1.71658,95,0.421524,63.8164,0.817936384315,0.176125,0.593737191576,103.69223477000014,-1.49546,-307.51,11474.57346363201,-1563.47,-0.704854,278.206,222.11,2.12373,0.000695623
7.71317,0,-58.8434,-356.128,-1793.87,11.899288601995067,97000,29.9533,-56.9612,-0.0881216,3.4553882509990217,11.0048132172,2.98181,296.361,-5.88177,7.67568,260.8503112792969,-2.81612,2.93441,6.34303,119.0609623059936,0.429814,260.8503112792969,986000,1.78487,96,0.88204,545.902,0.582363861965,0.164214,0.926931463877,103.70628545299951,-1.45156,-389.936,11593.632866836004,-1637.4,-0.70738,355.343,273.259,2.09117,0.0208823
7.61663,0,-34.4117,-254.611,-1338.31,11.904144575006285,98000,51.7118,-33.4903,-0.0423918,3.4555070160004107,8.67419276025,2.89397,238.738,-7.75905,2.17428,319.12725830078125,-3.03459,2.9818,0.500597,119.14028863800559,0.329373,319.12725830078125,996000,1.78751,97,0.898606,199.427,0.144942863253,0.174467,1.11451308143,103.78063704699889,-1.53435,-276.514,11712.767279021013,-1229.53,-0.715741,250.988,220.77,2.11805,0.0129278
8.92281,0,-41.3477,-295.811,-1515.95,11.87113404399679,99000,47.2737,-37.91,0.00569242,3.450317756000004,12.1631528516,2.85581,265.577,-5.4885,3.33749,290.01507568359375,-2.94632,3.03314,2.57488,119.0562603479957,0.626322,290.01507568359375,1006000,1.69407,98,1.40797,173.619,0.588802439352,0.186286,1.78919370979,103.73480854799891,-1.55921,-323.013,11831.837421044007,-1370.5,-0.733996,298.999,246.41,2.1477,0.0494504
7.47295,0,-35.5679,-303.981,-1408.03,11.894080158001088,100000,58.5549,-38.5677,-0.035332,3.4648579109998536,8.99938790516,2.86441,280.883,-5.30507,2.7562,273.168212890625,-3.25725,2.86114,1.31194,119.14678468999955,0.414046,273.168212890625,1016000,1.7567,99,0.530476,134.911,0.677714680917,0.187277,0.890888576743,103.78784662099861,-1.54796,-334.706,11950.96665728501,-1346.42,-0.710927,307.299,263.558,2.11993,0.000883367
7.6066,0,-43.8662,-302.658,-1807.77,12.493942218001393,101000,19.2441,-47.1669,0.0795859,3.4488300979992346,10.8262968665,2.76751,266.509,-7.18575,1.00478,254.34921264648438,-2.89291,2.78729,0.0721877,120.46523746899948,0.213961,254.34921264648438,1026000,1.77341,100,0.444515,87.2098,0.321062549194,0.188646,1.48071660889,104.52246515299885,-1.58041,-332.744,12071.600907846008,-1597.94,-0.722632,303.432,244.824,2.18222,0.000492745
7.94613,0,-43.1835,-300.141,-1622.71,12.454233327998736,102000,65.003,-42.6166,-0.144273,3.618496511999183,9.18658188732,2.81682,252.171,-10.9316,3.80195,283.42388916015625,-2.76904,3.1147,2.89589,120.73652693399708,0.813249,283.42388916015625,1036000,1.60437,101,0.835637,696.781,1.33596702358,0.161543,1.16873964167,104.66379709399916,-1.49937,-331.73,12192.331429287007,-1443.33,-0.712069,303.628,235.454,2.08483,0.0154328
8.28478,0,-51.7914,-343.613,-1437.11,12.453097642006469,103000,76.4216,-50.0079,-0.141236,3.6131939990009414,6.70847214701,2.70975,275.542,-6.00421,0.809791,250.92279052734375,-2.84158,3.08941,0.575901,121.1285584680063,0.6233,250.92279052734375,1046000,1.65485,102,0.450865,912.717,1.29023887676,0.188194,0.339809392924,105.0622668269989,-1.39324,-367.58,12313.46062120501,-1296.77,-0.721727,337.729,259.077,2.08066,0.00513689
7.41645,0,-42.8015,-266.129,-1366.3,12.451061484001912,104000,32.6155,-45.0064,-0.0281309,3.6146231789989542,9.9333058546,2.83639,225.679,-5.84625,4.03383,268.65924072265625,-2.86411,3.06651,3.34331,121.67618461799975,0.299036,268.65924072265625,1056000,1.76736,103,0.430335,94.927,1.12160741541,0.171995,1.51653895986,105.61049995499889,-1.40778,-295.064,12435.12352959901,-1249.36,-0.7319,269.272,203.744,2.10442,0.000471091
7.86477,0,-44.5499,-330.016,-1537.48,12.444881562001683,105000,248.406,-46.5984,-0.0596734,3.6020435160007764,9.14128998019,2.99158,265.636,-6.47697,6.44606,250.74745178222656,-2.85114,2.9091,5.80634,121.57815469600246,1.00383,250.74745178222656,1066000,1.54503,104,0.761728,2219.86,1.22230620408,0.165445,0.378156201753,105.531229618,-1.44336,-357.731,12556.703303131011,-1379.17,-0.714941,322.309,248.918,2.21875,0.0021131
7.78597,0,-36.9366,-277.865,-1336.9,12.431688626000323,106000,36.0309,-36.6932,-0.0725963,3.6044045750004443,10.9079507118,3.01548,259.789,-9.8669,5.1005,264.57598876953125,-2.94666,2.97355,4.52907,121.27853339500143,1.09749,264.57598876953125,1076000,1.48541,105,0.93734,88.3815,0.60810527805,0.185512,1.13741590244,105.24244019400066,-1.49188,-304.136,12677.97901343101,-1310.74,-0.707253,275.096,251.176,2.11894,0.00112632
7.6798,0,-41.3587,-306.94,-1495.82,12.462818867999886,107000,54.0009,-43.6273,0.0301149,3.602312074999645,10.7281815198,2.88437,259.829,-6.22242,3.68384,237.5984649658203,-2.96061,3.10126,3.1253,121.57030911199945,0.365615,237.5984649658203,1086000,1.77786,106,0.988351,171.09,0.282551099206,0.166546,1.96306836998,105.50517816899992,-1.42545,-337.042,12799.40336859401,-1346.51,-0.716552,308.874,238.397,2.14675,0.00138309
8.23386,0,-44.9408,-338.549,-1413.26,11.885405775001345,108000,66.3163,-47.3424,-0.262899,3.457231006999791,7.44383606577,2.79152,250.932,-9.07337,0.64568,234.3133087158203,-2.97899,2.91817,0.0781597,119.04679974800092,0.595701,234.3133087158203,1096000,1.69805,107,0.483036,2024.21,1.11406994202,0.169199,1.11511243605,103.70416296599979,-1.53074,-370.613,12918.44336726201,-1261.06,-0.703724,339.675,233.944,2.06759,0.0118955
