Q Predictions Min,KL Loss,Policy mu Std,Z variance train,Sample Time (s),Policy mu Min,AverageReturn_all_test_tasks,Number of train steps total,Policy log std Max,Log Pis Max,Q Predictions Mean,Z mean eval,Total Train Time (s),AverageTrainReturn_all_train_tasks,Epoch Time (s),Policy log std Std,QF Loss,Z mean train,Epoch,(Previous) Eval Time (s),Z variance eval,Q Predictions Std,Policy log std Min,Log Pis Mean,V Predictions Min,V Predictions Mean,Policy mu Max,Log Pis Std,Q Predictions Max,Train Time (s),Policy Loss,AverageReturn_all_train_tasks,VF Loss,KL Divergence,V Predictions Max,Policy log std Mean,Number of env steps total,Log Pis Min,V Predictions Std,Policy mu Mean,Number of rollouts total
-1455.04,378.63653564453125,1.77639,0.0145394,12.076723669000785,-2.96636,0.0,47000,-0.162686,7.31272,-480.955,3.30821,5644.8407188480105,6.50184155372,119.16569089100085,0.15072,119.281,1.11105,46,3.4793466959999932,2.40672,273.729,-1.30463,2.89723,-1324.11,-454.388,2.78868,2.05063,-103.2,103.60962052600007,450.632,1.28132159495,66.9892,378.63653564453125,-96.3797,-0.693712,486000,-6.04717,260.81,0.381127,0
-1427.82,309.909423828125,1.88795,0.00847201,12.051714869000534,-3.38288,0.352067532272,48000,-0.15085,8.35877,-526.849,4.62208,5763.95521245801,7.41575698297,119.11502681799993,0.119579,402.827,0.549379,47,3.475063293999483,3.32888,275.28,-1.27282,3.14589,-1365.92,-508.474,3.04671,2.25834,-74.6605,103.58824865499992,496.436,0.965528480579,258.064,309.909423828125,-81.2893,-0.675677,496000,-5.64774,271.983,0.161894,0
-1460.62,399.3743591308594,1.69548,0.00918172,12.052597785002035,-3.11458,0.682087823005,49000,0.0649749,8.02065,-402.02,4.22243,5883.061463338012,8.67628139413,119.10794253000222,0.154077,361.341,0.400057,48,3.4749463759999344,3.13048,264.359,-1.28931,2.89767,-1388.5,-376.365,3.06382,2.21273,-82.8877,103.58039836900025,368.278,0.40700771539,143.184,399.3743591308594,-82.4488,-0.717058,506000,-5.44945,249.498,0.641865,0
-1375.69,336.0431213378906,1.70971,0.0104271,12.050467746001232,-2.69757,0.0,50000,-0.208089,8.17231,-428.069,4.0092,6002.2712075220115,7.54780126876,119.21523817200068,0.160525,481.656,0.60622,49,3.473616047000178,3.00372,272.614,-1.32751,3.0024,-1268.63,-398.355,2.98271,2.05293,-88.2981,103.69115437899927,398.201,0.470829898245,71.0693,336.0431213378906,-88.4585,-0.715871,516000,-6.75475,252.361,0.651481,0
-1504.22,339.130615234375,1.69361,0.00334584,12.057547798001906,-2.86324,0.396081401539,51000,-0.242748,8.1107,-442.281,0.270276,6121.3258028750115,8.01423558573,119.05363306500203,0.145286,337.512,0.819441,50,3.4686179010004707,0.0429599,224.321,-1.36356,3.16013,-1307.48,-410.82,2.92329,2.10914,-93.3434,103.52746736599966,411.422,1.10423473616,78.3152,339.130615234375,-93.1126,-0.702222,526000,-7.51015,210.334,0.840756,0
-1311.84,359.54144287109375,1.80122,0.00301734,12.04684549600006,-2.82241,0.256546358625,52000,-0.436669,7.60746,-438.279,0.751074,6240.419503070012,9.72171935107,119.08735982100006,0.160006,399.28,0.897595,51,3.4700009810003394,0.271578,258.379,-1.40578,2.90246,-1231.81,-409.163,2.83302,2.07261,-76.4058,103.57051334399966,410.342,0.149260548481,85.7512,359.54144287109375,-74.0818,-0.72435,536000,-6.36584,240.576,0.224214,0
-1414.55,382.5134582519531,1.86654,0.00534972,12.057773239999733,-3.06703,0.315593898671,53000,-0.399839,7.89908,-411.281,0.634745,6359.581492128011,7.47599260358,119.17325073599932,0.155548,172.257,1.40192,52,3.4768176979996497,0.33785,271.349,-1.52392,3.06948,-1382.38,-387.715,3.01463,2.20646,-72.3559,103.63865979799994,377.53,0.786872589305,135.821,382.5134582519531,-82.8404,-0.713069,546000,-6.26743,252.525,0.205121,0
-1640.78,349.80731201171875,1.84333,0.0342037,12.072598786001436,-3.30868,1.07897148043,54000,-0.431582,8.46854,-403.579,3.60094,6478.757943151011,6.54364768183,119.17260286900091,0.172291,1114.21,2.11183,53,3.4659265169993887,3.53649,281.588,-1.62898,3.19635,-1596.86,-369.78,2.93925,2.13116,-65.2233,103.63407756600009,369.466,1.15615699145,135.115,349.80731201171875,-60.6018,-0.731642,556000,-5.82385,268.119,0.455438,0
-1216.24,330.9825439453125,1.80497,0.00162935,12.051090217006276,-3.11457,0.363988653028,55000,-0.354246,8.22027,-411.653,1.15616,6597.948668746016,9.13295790963,119.19056297600491,0.162647,579.096,0.921386,54,3.470269816999462,0.413817,229.904,-1.65465,3.10522,-1103.09,-378.128,3.22581,1.97008,-45.4323,103.66920294199917,377.329,0.354448571391,27.0064,330.9825439453125,-49.1713,-0.709425,566000,-8.10465,214.778,0.449458,0
-1471.05,323.5374755859375,1.8434,0.00418045,12.072859677999077,-3.072,0.550837307798,56000,-0.318135,8.057,-416.18,1.95262,6717.139650752017,9.1301746806,119.1995371619978,0.195072,253.719,0.753561,55,3.4709231209999416,0.520689,265.822,-1.6005,3.05569,-1362.74,-383.31,3.04061,2.08951,-50.6007,103.65575436299878,382.332,0.688094494762,35.5158,323.5374755859375,-48.8737,-0.716927,576000,-5.50892,244.262,0.275979,0
-1651.2,308.29705810546875,1.788,0.00665254,12.037237654001729,-2.88311,0.652987715227,57000,-0.256822,7.76776,-441.086,0.229129,6836.21247317702,9.32396943766,119.05786007100141,0.209054,78.5136,0.568949,56,3.4628471460000583,0.0769431,290.773,-1.54097,2.80518,-1506.69,-407.167,2.9244,2.08937,-95.5993,103.55777527099963,410.899,1.20546538635,63.1975,308.29705810546875,-88.443,-0.732874,586000,-8.18811,271.991,0.0137147,0
-1763.12,347.9546813964844,1.64427,0.0202564,12.066597422999621,-2.82706,0.243573370118,58000,-0.416918,7.18882,-317.027,0.72506,6955.317880343015,9.57707224674,119.11791768599869,0.18746,665.576,1.04718,57,3.478218629999901,0.399785,224.265,-1.37653,2.81003,-1555.73,-293.949,2.88322,2.10082,-54.587,103.57310163299917,292.873,1.09875654723,25.7579,347.9546813964844,-60.9218,-0.741693,596000,-6.48144,204.759,0.684125,0
-1495.09,313.4971008300781,1.83585,0.00569491,12.04746927999804,-2.93868,1.15781077082,59000,-0.356011,7.87544,-397.032,2.34176,7074.409951518013,9.45672608254,119.08971123299852,0.159503,338.964,1.23394,58,3.466229211000609,0.892767,248.638,-1.43011,3.11968,-1377.21,-361.608,2.9075,2.11524,-66.057,103.57601274199988,365.431,0.645902718575,88.0883,313.4971008300781,-62.2171,-0.72435,606000,-7.09722,232.19,0.272689,0
-1345.02,302.4731750488281,1.79756,0.00290145,12.043808360002004,-3.16565,0.824224262377,60000,-0.389385,7.82652,-364.355,2.84659,7193.536515688014,10.0175813048,119.12676201200156,0.169685,154.051,0.606793,59,3.469044647999908,1.04746,240.29,-1.43156,3.01534,-1322.59,-342.713,2.95106,2.14981,-77.4715,103.61390900399965,337.294,1.04760256931,62.6686,302.4731750488281,-82.1168,-0.717811,616000,-8.489,223.838,0.43591,0
-1431.49,299.69354248046875,1.75306,0.0022489,12.058509848993708,-2.89045,0.668057251674,61000,-0.285542,7.60792,-341.5,1.19684,7312.620337920009,10.2066313275,119.08727870199255,0.180678,70.2661,0.892496,60,3.469344282999373,0.717159,247.98,-1.44848,2.94897,-1323.2,-311.797,2.83393,2.06618,-68.2984,103.55942456999946,313.796,0.566573661938,41.079,299.69354248046875,-70.9233,-0.739676,626000,-4.68155,227.696,0.453042,0
-1445.91,280.7691345214844,1.91128,0.00311276,12.049487078000311,-3.04769,0.35573359482,62000,-0.362878,8.49362,-427.989,0.599246,7431.749236974008,11.1205031525,119.13077357400107,0.172173,652.552,0.799263,61,3.4663811810005427,0.212475,273.93,-1.44524,3.26693,-1320.23,-386.497,2.96769,2.1134,-70.0442,103.61490531500021,391.503,0.601180766907,66.3884,280.7691345214844,-71.3879,-0.719162,636000,-4.70769,247.13,0.0109957,0
-1414.04,319.05413818359375,1.74274,0.00398108,12.067140540004402,-3.1601,0.567072357026,63000,-0.388245,8.4358,-300.339,0.406697,7550.8507902460115,12.1193735563,119.10072564600523,0.196865,61.1275,0.512306,62,3.465123461000985,0.188007,222.092,-1.43996,2.86019,-1344.72,-274.762,2.87261,2.11367,-71.8267,103.56846164499984,273.356,0.8707660601,15.9583,319.05413818359375,-73.9797,-0.751542,646000,-7.89614,202.653,0.442316,0
-1442.08,253.65390014648438,1.83905,0.00265732,12.038732113003789,-3.06346,0.630777466304,64000,-0.278255,7.97805,-452.187,0.577663,7669.928061838014,11.5896687106,119.07539827400433,0.148261,2000.06,0.750285,63,3.4663322899996274,0.16506,270.549,-1.43719,3.14381,-1297.84,-410.206,2.90348,2.05854,-71.7372,103.57033387100091,409.196,0.988500294024,100.125,253.65390014648438,-63.4221,-0.695315,656000,-6.78001,252.588,0.341193,0
-1162.47,267.4444580078125,1.78749,0.00462719,12.050521696000942,-3.06919,0.624732789632,65000,-0.32437,7.79552,-324.695,1.05735,7789.071537671018,11.102525134,119.14249570700122,0.175877,102.278,0.518377,64,3.4687466449995554,0.416321,218.251,-1.5065,3.02926,-1071.74,-298.925,3.06027,2.1195,-60.2301,103.62322736600072,293.118,0.172520438419,57.508,267.4444580078125,-64.6465,-0.723632,666000,-8.0097,195.715,0.46815,0
-1393.8,260.63909912109375,1.64893,0.0114151,12.047048468002686,-2.87323,0.556126528877,66000,-0.428753,7.27999,-285.899,4.6954,7908.265332628018,11.6440448996,119.19603462200212,0.204349,78.2967,1.08057,65,3.4702661979990808,5.28734,226.838,-1.5808,2.99413,-1279.26,-263.613,3.04426,2.10329,-63.6462,103.67871995600035,261.925,1.32532240227,27.0578,260.63909912109375,-65.8803,-0.756064,676000,-6.63755,207.653,0.775308,0
-1387.44,257.24072265625,1.77828,0.0117722,12.070825550998052,-3.12675,0.375806854223,67000,-0.427751,7.8399,-296.699,1.31173,8027.379778369015,10.8595092225,119.11095785199905,0.202818,577.908,0.75149,66,3.468575127000804,0.883005,219.628,-1.48328,3.02988,-1281.56,-266.97,2.8872,2.16701,-49.7504,103.57155717400019,266.973,0.810000209001,23.0325,257.24072265625,-48.8846,-0.753279,686000,-8.43778,196.844,0.477217,0
-1454.47,263.3318176269531,1.86287,0.020445,12.053332597997723,-2.84058,0.840846513743,68000,-0.33159,7.43499,-418.378,1.77923,8146.466741974011,11.0399743168,119.09361392299616,0.147628,126.596,0.811497,67,3.4725267689991597,2.2119,258.51,-1.45282,3.36283,-1342.34,-376.861,2.93115,2.02535,-60.3601,103.56775455599927,378.448,0.868915217657,43.5174,263.3318176269531,-57.0089,-0.694027,696000,-6.69564,240.493,0.553708,0
-1599.62,251.09713745117188,1.85626,0.0178933,12.057498255006067,-3.05135,0.641771355968,69000,-0.459314,7.41691,-436.375,0.893448,8265.553154082016,9.51614067083,119.08511620400532,0.176794,689.317,1.09001,68,3.4664163979996374,0.571046,285.071,-1.49194,3.05288,-1442.7,-404.076,2.8406,2.04271,-68.0989,103.56120155099961,403.224,0.840244901735,91.3115,251.09713745117188,-68.5305,-0.723657,706000,-6.0762,265.654,-0.00936042,0
-1363.32,260.9514465332031,1.65182,0.00691048,12.046735327998249,-2.84464,1.04894665711,70000,-0.221191,8.05085,-357.771,1.06005,8384.610642732014,9.75019465481,119.0531688209976,0.193426,462.717,0.844569,69,3.468219008998858,0.423442,266.566,-1.58467,2.86148,-1221.75,-325.225,2.96469,2.12853,-51.9188,103.53821448400049,328.92,0.556673187328,96.7184,260.9514465332031,-44.2363,-0.738847,716000,-7.67877,248.978,0.742878,0
-1323.87,296.3191833496094,1.77045,0.00403206,12.038125856995975,-3.03638,1.04481881461,71000,-0.228322,8.14841,-337.077,2.32972,8503.654621755006,10.1756156332,119.04796522299512,0.182129,511.412,0.582087,70,3.4730845270005375,2.79536,253.628,-1.49028,2.87343,-1211.67,-307.522,2.90996,2.19079,-59.779,103.5367548389986,313.498,0.850608704743,141.883,296.3191833496094,-57.4118,-0.73649,726000,-5.32018,238.847,0.34298,0
-1396.08,265.00872802734375,1.6784,0.00414486,12.03510137199737,-2.96521,0.735835330135,72000,-0.394041,7.62454,-263.515,2.91505,8622.761348159007,10.3642350087,119.1121454699969,0.19421,72.3333,0.506947,71,3.469688581999435,1.24523,176.682,-1.51726,2.85453,-1284.61,-238.375,2.96727,2.08883,-60.2333,103.6073555160001,236.548,0.795543592208,24.4785,265.00872802734375,-61.0068,-0.741122,736000,-5.18395,156.238,0.64847,0
-1358.14,264.78485107421875,1.80498,0.0125781,12.02543502699882,-2.93959,0.990061034171,73000,-0.35294,8.1303,-375.27,2.52131,8741.797770891006,10.7792263643,119.03464485899894,0.185167,178.873,0.931016,72,3.4647810559999925,2.84287,282.48,-1.54989,2.90606,-1226.64,-338.383,2.8243,2.10942,-52.6364,103.54442877600013,346.254,0.463283346649,114.342,264.78485107421875,-44.7285,-0.727669,746000,-7.45802,265.099,0.260912,0
-1770.15,254.54672241210938,1.86353,0.0112204,12.044353762998071,-2.93567,1.37671499847,74000,-0.390642,7.7163,-388.22,0.495496,8860.983576880004,10.8490122059,119.1811964110002,0.202576,79.3235,0.752832,73,3.467138669000633,0.226353,288.437,-1.4801,3.11124,-1605.66,-352.505,2.81258,2.10975,-58.8838,103.6697039790015,354.639,0.515979095342,27.5935,254.54672241210938,-57.7004,-0.744635,756000,-5.48035,266.992,0.0767596,0
-1367.87,259.721435546875,1.74754,0.00650178,12.055267644003834,-2.98599,1.10944004952,75000,-0.394209,7.81659,-312.565,2.13649,8980.061012026003,11.3001649908,119.08433598000192,0.183225,125.953,0.725872,74,3.4722942739990685,2.29352,243.536,-1.45489,3.09185,-1346.9,-285.626,3.04414,2.09311,-63.3909,103.55677406199902,281.234,1.48081210725,45.0,259.721435546875,-62.6177,-0.73415,766000,-7.24145,225.409,0.636293,0
-1377.93,250.3383331298828,1.74967,0.00438453,12.045937822998894,-2.96927,0.867195829527,76000,-0.393006,7.81461,-320.075,3.37076,9099.169910591,11.0827030748,119.0951461589957,0.185883,71.4216,0.594072,75,3.4659189589983725,2.08123,233.74,-1.45911,2.92251,-1243.84,-284.188,2.85201,2.11088,-55.0152,103.58328937699844,286.629,0.563750973099,31.851,250.3383331298828,-53.9961,-0.731936,776000,-6.09744,207.365,0.571528,0
-1433.53,270.2070617675781,1.86506,0.00840211,12.043909056001212,-2.97106,0.616860466799,77000,-0.36277,7.73303,-344.429,1.12656,9218.515698424002,11.2317700119,119.37382355200316,0.16929,93.6195,0.32821,76,3.4801737350007897,1.04261,255.275,-1.53625,3.21788,-1336.7,-306.529,2.91428,1.99224,-45.5425,103.84974076100116,310.527,0.0654562216264,48.789,270.2070617675781,-37.8066,-0.719945,786000,-4.07511,235.811,0.29241,0
-1656.13,241.59799194335938,1.83716,0.006048,11.997289308999825,-2.94317,1.08099007236,78000,-0.327568,8.05771,-342.378,0.628397,9337.803951440002,10.4681325313,119.28308736700092,0.176282,630.279,0.667543,77,3.4530002320007043,0.26834,248.288,-1.49182,3.27615,-1504.96,-303.377,3.14183,2.08648,-47.7062,103.83279782600039,302.452,0.270293067916,23.7926,241.59799194335938,-46.3177,-0.71326,796000,-6.70614,224.373,0.566253,0
-1514.39,238.53125,1.80976,0.00652343,11.986621653006296,-2.87252,0.0848927593339,79000,-0.382871,8.53832,-328.002,1.83126,9457.052285566011,11.0588252061,119.25441309600501,0.192519,2242.56,0.530837,78,3.4587783349998062,1.32737,264.513,-1.5782,3.00894,-1412.27,-294.71,2.91133,2.0837,-47.1093,103.80901310799891,297.403,1.16382761712,45.5302,238.53125,-44.5115,-0.744248,806000,-7.68341,244.096,0.305423,0
-1368.07,247.8609619140625,1.80339,0.0063176,11.98986996399617,-2.83483,0.617490885841,80000,-0.37632,7.55695,-320.39,1.87833,9576.305840963008,9.94744274144,119.26801618499667,0.190318,156.891,0.530516,79,3.4532673170015187,1.58575,243.458,-1.53569,3.0665,-1268.29,-286.597,2.96572,2.07627,-45.9799,103.82487890399898,289.763,1.18100163327,69.2564,247.8609619140625,-43.4032,-0.738254,816000,-9.13238,220.844,0.409304,0
-1401.97,251.14398193359375,1.89452,0.00879899,11.999880564002524,-2.88462,0.289231500507,81000,-0.319668,7.39275,-345.505,9.45322,9695.550956132012,11.1864685265,119.22896970100373,0.175117,46.2513,1.54032,80,3.4403462650006986,4.31842,262.569,-1.44113,3.22447,-1302.86,-306.629,2.84979,2.09947,-55.7773,103.78874287200051,308.82,0.514933448795,30.5553,251.14398193359375,-54.1197,-0.722416,826000,-5.96006,234.454,0.159752,0
-1655.82,231.94259643554688,1.90272,0.0101821,11.977988859003744,-3.02165,0.793051516072,82000,-0.121191,8.36228,-354.198,3.93619,9814.711897323015,10.0574838963,119.15384494300451,0.174344,933.314,0.773334,81,3.457025264000549,2.3728,271.266,-1.56701,3.22622,-1555.44,-319.01,3.16952,2.08604,-52.2811,103.71883082000022,314.956,1.77886336045,55.5882,231.94259643554688,-49.613,-0.711915,836000,-6.38721,249.371,0.0492311,0
-1621.87,226.97218322753906,1.84256,0.00875797,11.987073677999433,-3.04382,2.10028479929,83000,-0.314931,7.69146,-344.444,3.48764,9933.375312462016,11.3059852432,118.6736697840006,0.173204,309.101,1.02814,82,3.464627985000334,2.34663,242.71,-1.53177,3.07538,-1441.71,-312.514,2.85445,2.13155,-51.6669,103.22196812100083,311.364,0.615528200933,43.8567,226.97218322753906,-49.324,-0.707855,846000,-6.5604,217.649,0.32967,0
-1440.15,246.90869140625,1.70823,0.0143033,11.986077158995613,-3.09244,1.09714392803,84000,-0.302852,7.469,-329.976,0.798567,10051.830552376014,12.1282403921,118.4834061579968,0.142417,46.0406,0.788365,83,3.4549467119995825,0.326171,259.183,-1.60122,3.17122,-1350.23,-293.742,2.88837,2.13839,-49.2781,103.0423822870016,294.278,1.30203907469,20.8088,246.90869140625,-48.5675,-0.698295,856000,-5.84544,233.188,0.816361,0
-1606.44,251.03762817382812,1.88301,0.00922718,11.942953604997456,-2.93505,1.05991958448,85000,-0.207864,7.72851,-347.774,2.83519,10170.001162126011,10.8348881756,118.14462077199641,0.160761,113.81,0.870215,84,3.427331567998408,1.79514,260.081,-1.50778,3.15371,-1498.05,-307.877,2.89423,2.13649,-45.021,102.77433559900055,308.41,0.697779777448,24.3264,251.03762817382812,-44.8273,-0.70753,866000,-6.01088,230.077,0.249243,0
-1432.4,242.43072509765625,1.6536,0.00489148,11.947717803997875,-2.91369,1.0698754865,86000,-0.331655,7.93358,-263.898,3.54753,10288.484444889007,10.9661669548,118.50708293399839,0.186912,53.1509,0.616676,85,3.4539935880002304,2.83471,202.473,-1.47013,2.84133,-1268.73,-236.21,2.92528,2.10942,-52.1452,103.10537154200028,237.593,0.539473735999,20.9403,242.43072509765625,-47.5354,-0.734284,876000,-6.05677,180.829,0.73089,0
-1317.62,259.7471923828125,1.80798,0.00472592,11.935710161993484,-2.9849,0.426386813523,87000,-0.326469,7.63864,-294.107,1.48444,10406.716507709998,11.0018943128,118.20970421599304,0.188179,114.833,0.622508,86,3.4307791629998974,0.482647,218.969,-1.44469,3.02669,-1227.47,-264.079,2.82406,2.07906,-38.0679,102.84321489099966,262.507,1.30413863924,37.3777,259.7471923828125,-38.2382,-0.726877,886000,-6.66622,197.51,0.355551,0
-1380.62,326.56976318359375,1.75994,0.00450931,11.96116998099751,-2.89585,1.17994513196,88000,-0.231393,7.90456,-275.385,0.558288,10525.400642977991,12.2164725784,118.68246086999534,0.213411,43.1203,0.574694,87,3.4537730449992523,0.165787,225.049,-1.52999,2.84945,-1264.94,-248.88,2.83867,2.16337,-44.9823,103.26751784399858,244.792,1.22325292849,34.5681,326.56976318359375,-48.7117,-0.756925,896000,-6.62179,199.143,0.38576,0
-1867.92,308.4859619140625,1.71036,0.00775971,11.955398189993502,-2.92286,1.66441015326,89000,-0.34925,8.70024,-277.305,2.81767,10644.031952612984,11.9970315056,118.64192537699273,0.190561,73.2693,0.607699,88,3.4561049599997204,2.2879,212.855,-1.5019,3.008,-1722.34,-245.085,3.17902,2.10556,-53.8236,103.23042222699951,246.003,1.15747261452,23.5456,308.4859619140625,-54.4548,-0.738546,906000,-6.5878,187.937,0.686623,0
-1578.63,274.5993957519531,1.87543,0.00486447,11.946458115999121,-2.87156,1.39764271612,90000,-0.330684,7.7309,-319.492,1.23582,10762.440410495985,12.0549326646,118.42641217699929,0.184217,60.6261,0.555989,89,3.446140022999316,0.45337,230.337,-1.48751,3.21446,-1405.09,-283.696,2.94048,2.12772,-44.9647,103.03381403800086,284.515,1.38591043428,40.7357,274.5993957519531,-37.3482,-0.722659,916000,-8.84141,205.853,0.279091,0
-1435.33,262.04888916015625,1.71615,0.00390356,11.938976483997976,-2.86473,0.908659551584,91000,-0.313779,7.64918,-259.352,4.34066,10880.717289632983,12.0256438332,118.28141680599583,0.22189,46.7169,0.608316,90,3.4287797969991516,3.14929,206.292,-1.42029,2.76836,-1272.69,-231.499,2.90202,2.24565,-46.3357,102.9136605249987,230.282,0.857982866788,18.7744,262.04888916015625,-49.99,-0.756387,926000,-7.91474,180.44,0.49729,0
-1740.27,235.65408325195312,1.71338,0.00547203,11.961959842001306,-2.99694,0.636210758956,92000,-0.277929,7.51828,-288.11,3.92469,11000.881291961989,12.1804618598,120.0917069540028,0.207576,122.821,0.60186,91,3.424955630000113,2.43806,234.09,-1.43385,2.85727,-1610.02,-254.153,2.85682,2.15545,-46.4773,104.70479148200138,256.098,0.569906948536,31.4396,235.65408325195312,-45.052,-0.742333,936000,-7.08297,208.905,0.557224,0
-1413.79,227.97222900390625,1.66905,0.0231126,12.013354127000639,-2.87637,0.67967223278,93000,-0.358828,7.54379,-271.229,2.76188,11121.66590124599,12.6858142146,120.81059371599986,0.218047,41.75,0.937878,92,3.497897777999242,1.65492,216.124,-1.44405,2.92946,-1294.57,-240.33,2.93277,2.12521,-44.2316,105.29934181099998,239.344,1.0158897611,14.7932,227.97222900390625,-45.0397,-0.756791,946000,-7.38979,191.193,0.736117,0
-1510.23,222.50347900390625,1.84397,0.0284757,12.013049975998001,-2.87878,0.0410054636265,94000,-0.0993454,8.00975,-280.17,3.94187,11242.576285957979,12.3727395706,120.91391118999854,0.196796,72.7776,1.05571,93,3.472572761000265,4.19508,211.073,-1.4701,3.15029,-1389.91,-245.99,2.93359,2.08648,-45.2096,105.42828845300028,245.709,0.271957576351,13.2216,222.50347900390625,-45.1079,-0.734339,956000,-6.39742,185.952,0.376015,0
-1639.45,195.7212677001953,1.83131,0.014052,11.997913239996706,-2.91606,2.15837247559,95000,-0.329743,7.97534,-335.773,1.00338,11363.419012181972,12.9046686485,120.84567721499661,0.203952,969.369,0.438066,94,3.469671691000258,1.09705,245.378,-1.58323,3.13977,-1593.23,-297.338,2.93708,2.0921,-46.1974,105.37809228399965,296.077,0.329152483447,42.0927,195.7212677001953,-42.5546,-0.739982,966000,-8.27187,216.477,0.413203,0
-1456.61,211.01670837402344,1.70202,0.00763696,12.00796345800336,-2.83226,1.83108373839,96000,-0.267957,7.65451,-256.835,5.29774,11484.310375625975,11.5569430574,120.8645432070025,0.217032,28.3628,0.607781,95,3.467363828998714,5.25342,215.065,-1.50538,2.9207,-1426.53,-229.01,2.96174,2.10712,-40.6647,105.38921592000042,228.286,0.665966022514,8.84767,211.01670837402344,-39.8949,-0.74643,976000,-5.39833,190.503,0.659242,0
-1388.41,222.311279296875,1.80786,0.00753564,11.992143710001983,-2.90007,0.918659799508,97000,-0.139803,7.89785,-289.279,5.04564,11605.104495413976,12.5828575291,120.81723339600285,0.219647,66.5903,0.682912,96,3.4948466069999995,5.48168,226.87,-1.52286,3.15564,-1221.84,-251.848,3.0721,2.209,-40.742,105.33024307900087,255.688,0.897254662409,36.0074,222.311279296875,-36.7541,-0.74654,986000,-5.00859,197.29,0.529789,0
-1409.37,216.5143280029297,1.77312,0.0088456,12.005102535002152,-2.84659,1.20201376943,98000,-0.384286,7.66937,-264.956,2.68893,11726.005054615982,11.9463359739,120.78508210000109,0.226663,32.5968,0.75006,97,3.472423991999676,2.50771,233.047,-1.58647,3.03092,-1238.18,-234.792,2.90671,2.1521,-41.0628,105.30755557299926,236.029,1.05754214513,11.1018,216.5143280029297,-41.966,-0.763568,996000,-5.9014,209.084,0.480314,0
-1324.8,209.1279754638672,1.80392,0.026868,12.42714159100069,-2.89479,0.556181137343,99000,-0.306534,7.65155,-269.021,5.02057,11846.411484300981,12.8725911014,120.39296133100288,0.225375,34.5179,0.659042,98,3.5885984970009304,5.96531,226.397,-1.59093,2.98322,-1240.23,-237.259,2.96736,2.11026,-34.7157,104.37722124300126,238.271,1.77431697499,18.9474,209.1279754638672,-28.7051,-0.747344,1006000,-5.34361,198.595,0.353999,0
-1468.69,222.51954650878906,1.7903,0.00744456,12.419343864001348,-2.9796,2.22784796591,100000,-0.332413,8.06332,-275.087,3.94475,11966.482051712983,12.2304971398,120.0780315610009,0.259316,56.7965,0.543686,99,3.60280222000074,4.8862,234.639,-1.64008,2.94252,-1339.83,-245.768,2.79757,2.13409,-40.1548,104.05588547699881,243.063,1.67259834586,30.0429,222.51954650878906,-44.6165,-0.774205,1016000,-6.78531,206.708,0.331272,0
-1403.55,204.212646484375,1.85721,0.0102534,12.440260520004813,-2.97405,1.79009798966,101000,-0.221393,7.85169,-269.867,0.620512,12086.554612550988,12.3105786274,120.05614874700404,0.248355,32.504,0.680215,100,3.5961099010000908,0.455321,236.751,-1.60896,3.13004,-1346.52,-233.154,2.86494,2.1554,-39.5047,104.01977832599914,239.693,0.573975780903,57.8615,204.212646484375,-37.1609,-0.761474,1026000,-5.27491,208.435,0.0524167,0
-1632.87,223.83175659179688,1.79271,0.0114021,12.440234818001045,-2.92925,0.589021600886,102000,-0.074246,7.63445,-328.859,3.3015,12206.56408284399,12.639672342,120.03106980900156,0.256848,5969.38,0.664134,101,3.613227824000205,2.42739,322.637,-1.61152,2.97204,-1677.08,-313.229,2.95229,2.0795,-36.5476,103.97760716700031,319.11,0.53706383373,432.513,223.83175659179688,-39.3062,-0.748666,1036000,-4.45387,345.673,0.366788,0
-1848.04,224.2921600341797,1.6357,0.00767188,12.427321348994155,-2.81996,0.311364917877,103000,-0.217885,8.05099,-261.36,2.89911,12326.85713664499,12.1979073029,120.28224819899515,0.230037,30.3911,0.559456,102,3.5923735490014224,1.48812,222.554,-1.53407,2.83855,-1761.88,-232.492,3.07387,2.19909,-46.3054,104.26255330099957,232.043,1.38881587326,10.5103,224.2921600341797,-49.5199,-0.770352,1046000,-6.74993,195.836,0.747541,0
-1423.37,204.62149047851562,1.82205,0.00999584,12.42430812100065,-2.9495,1.06529326095,104000,-0.36876,7.70545,-272.011,2.56142,12447.874075540994,11.4857530269,121.11777571100174,0.202289,52.8787,0.652856,103,3.603921113999604,3.79086,216.753,-1.52077,2.899,-1264.68,-242.413,2.96262,2.17654,-53.1349,105.08954647600149,242.454,0.985503738449,22.4555,204.62149047851562,-54.8012,-0.735572,1056000,-7.81868,191.271,0.127086,0
-1880.93,199.1651611328125,1.67199,0.0211931,12.03297814400139,-2.89701,0.932903251371,105000,-0.297401,7.66239,-289.554,3.93695,12568.813281652992,12.5259280031,120.94458231000135,0.253556,587.585,0.552436,104,3.5037312200001907,2.54032,242.122,-1.57603,2.86151,-1774.17,-260.228,2.86392,2.19598,-47.0879,105.40787294599977,263.406,0.552517323431,173.852,199.1651611328125,-46.1042,-0.78383,1066000,-7.69798,222.214,0.616417,0
